,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida_,EBIT,EBIT_,Lucro Líquido,Lucro Líquido_,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ_,Rec Serviços,Rec Serviços_
PTBL3,PTBL3,2.25,ON,09/04/2020,PORTOBELLO S/A ON,1.78,Construção e Engenharia,6.7,Materiais de Construção,6403090.0,356600000.0,31/12/2019,877129000.0,158489000.0,-0.0175,27.16,0.08,0.009000000000000001,0.97,2.32,-0.4499,23.29,0.325,-0.537,0.32,0.013999999999999999,-0.581,0.19,0.012,0.0655,1.48,0.008,-0.0175,-0.58,0.011000000000000001,1.7581,0.0,0.036000000000000004,0.0054,12.7,1.39,-0.5293,57.29,2.17,0.013999999999999999,0.61,1836290000.0,795907000.0,275378000.0,520529000.0,854556000.0,367620000.0,1114270000.0,301118000.0,15309000.0,4378020.0,13128000.0,9119000.0,,,,,,
PTNT3,PTNT3,8.5,ON,09/03/2020,PETTENATI ON,6.44,"Tecidos, Vestuário e Calçados",11.51,Fios e Tecidos,42.0,408395000.0,31/12/2019,494498000.0,48046500.0,0.0,14.66,0.58,0.0,1.9,4.47,0.0,13.01,0.14,0.24309999999999998,0.71,0.055,0.0722,0.76,0.078,0.1561,6.34,0.059000000000000004,-0.0883,-16.53,0.071,0.3154,0.021,0.13,0.0745,8.77,1.36,0.19329999999999997,15.75,0.61,0.036000000000000004,1.07,536183000.0,131238000.0,45134800.0,86103300.0,245157000.0,214637000.0,575057000.0,120826000.0,31388700.0,-483913.0,27866100.0,998197.0,,,,,,
PTNT4,PTNT4,4.39,PN,09/04/2020,PETTENATI PN,2.68,"Tecidos, Vestuário e Calçados",6.54,Fios e Tecidos,202558.0,210924000.0,31/12/2019,297027000.0,48046500.0,0.0528,7.57,0.58,0.10300000000000001,0.98,4.47,-0.0758,6.72,0.14,0.5679,0.37,0.055,-0.1131,0.39,0.078,0.6445000000000001,3.28,0.059000000000000004,-0.050499999999999996,-8.54,0.071,1.0452,0.04,0.13,0.0,5.27,1.36,0.2705,9.46,0.61,0.036000000000000004,1.07,536183000.0,131238000.0,45134800.0,86103300.0,245157000.0,214637000.0,575057000.0,120826000.0,31388700.0,-483913.0,27866100.0,998197.0,,,,,,
QUAL3,QUAL3,24.05,ON NM,09/04/2020,QUALICORP ON NM,13.08,Saúde,44.99,"Serviços Médico - Hospitalares, Análises e Diagnósticos",149525000.0,6830540000.0,31/12/2019,7669130000.0,284014000.0,-0.046,17.39,1.38,0.0191,4.79,5.02,-0.1591,8.67,0.8109999999999999,0.7868,3.41,0.39299999999999996,-0.3518,2.02,0.196,2.4288,15.02,0.233,-0.5689,-6.65,0.298,0.6925,0.19899999999999998,0.275,0.5147999999999999,6.56,1.97,-0.4113,9.73,0.93,0.027999999999999997,0.59,3380060000.0,1330400000.0,491808000.0,838592000.0,925946000.0,1426840000.0,2003010000.0,521191000.0,788029000.0,179882000.0,392756000.0,66758000.0,,,,,,
RADL3,RADL3,101.96,ON,09/04/2020,RAIADROGASIL ON,63.41,Comércio e Distribuição,128.45,Medicamentos,249890000.0,33686200000.0,31/12/2019,34513400000.0,330386000.0,0.005600000000000001,43.62,2.34,0.0011,8.37,12.18,-0.1192,37.01,0.29600000000000004,0.5235,1.92,0.052000000000000005,-0.0857,2.75,0.045,0.9669,20.08,0.07400000000000001,-0.3726,-13.94,0.098,0.5115999999999999,0.006,0.192,0.7398,17.95,1.41,0.41969999999999996,37.92,0.28,0.17800000000000002,1.43,12248300000.0,1126480000.0,299226000.0,827250000.0,5756050000.0,4025010000.0,17565600000.0,4785120000.0,910198000.0,271937000.0,772240000.0,85953000.0,,,,,,
RAIL3,RAIL3,19.47,ON NM,09/04/2020,ALL - AMÉRICA LATINA LOGÍSTICA S/A ON NM,14.29,Transporte,26.87,Transporte Ferroviário,290029000.0,30354000000.0,31/12/2019,40110800000.0,1559020000.0,0.0046,39.0,0.5,-0.0092,3.64,5.35,0.1222,14.63,0.35,0.0799,4.28,0.293,-0.254,0.92,0.111,0.5353,15.87,0.063,0.3107,-1.58,0.068,1.1124,0.0,0.09300000000000001,-0.016,10.58,1.63,-0.5305,19.33,1.4,0.161,0.22,32832700000.0,11719700000.0,1963010000.0,9756720000.0,4949480000.0,8344280000.0,7087840000.0,1664290000.0,2074910000.0,449808000.0,778237000.0,200097000.0,,,,,,
RANI3,RANI3,3.0,ON,09/04/2020,CELULOSE IRANI ON,2.46,Madeira e Papel,6.8,Papel e Celulose,744978.0,500161000.0,31/12/2019,1228480000.0,166720000.0,0.0239,-6.28,-0.48,-0.009899999999999999,1.49,2.02,-0.19140000000000001,4.06,0.299,0.083,0.56,0.13699999999999998,-0.25,0.32,-0.08900000000000001,0.3699,6.82,0.078,0.48219999999999996,-0.68,0.08900000000000001,-0.1545,0.008,-0.237,-0.2102,5.01,1.17,-0.0575,9.97,2.49,0.054000000000000006,0.57,1579550000.0,838310000.0,109987000.0,728323000.0,503864000.0,336485000.0,898779000.0,183786000.0,123225000.0,33150000.0,-79592000.0,-1615000.0,,,,,,
RANI4,RANI4,5.7,PN,09/04/2020,CELULOSE IRANI PN,2.55,Madeira e Papel,11.6,Papel e Celulose,289420.0,950305000.0,31/12/2019,1678630000.0,166720000.0,0.0364,-11.94,-0.48,-0.09519999999999999,2.82,2.02,-0.0516,7.71,0.299,0.9792000000000001,1.06,0.13699999999999998,0.3256,0.6,-0.08900000000000001,0.49310000000000004,12.95,0.078,0.49219999999999997,-1.29,0.08900000000000001,-0.2825,0.004,-0.237,-0.1723,6.84,1.17,0.009300000000000001,13.62,2.49,0.054000000000000006,0.57,1579550000.0,838310000.0,109987000.0,728323000.0,503864000.0,336485000.0,898779000.0,183786000.0,123225000.0,33150000.0,-79592000.0,-1615000.0,,,,,,
RAPT3,RAPT3,6.09,ON N1,09/04/2020,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,4.21,Material de Transporte,11.85,Material Rodoviário,133526.0,2105780000.0,31/12/2019,2986290000.0,345776000.0,0.0033,8.5,0.72,0.2229,1.24,4.89,-0.177,3.78,0.247,-0.152,0.41,0.109,-0.45380000000000004,0.33,0.059000000000000004,0.7023,0.94,0.08800000000000001,0.3175,-5.34,0.14,1.1356,0.059000000000000004,0.146,0.3111,4.2,2.49,-0.39189999999999997,5.37,1.69,0.159,0.8,6328110000.0,2866660000.0,1986140000.0,880515000.0,3758060000.0,1692540000.0,5092360000.0,1285320000.0,556590000.0,112943000.0,247617000.0,52874000.0,,,,,,
RAPT4,RAPT4,6.66,PN N1,09/04/2020,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,4.85,Material de Transporte,14.92,Material Rodoviário,44803700.0,2302870000.0,31/12/2019,3183380000.0,345776000.0,-0.0015,9.3,0.72,0.222,1.36,4.89,-0.1685,4.14,0.247,-0.272,0.45,0.109,-0.503,0.36,0.059000000000000004,0.4905,1.02,0.08800000000000001,0.3098,-5.84,0.14,1.0967,0.054000000000000006,0.146,0.4454,4.47,2.49,-0.4637,5.72,1.69,0.159,0.8,6328110000.0,2866660000.0,1986140000.0,880515000.0,3758060000.0,1692540000.0,5092360000.0,1285320000.0,556590000.0,112943000.0,247617000.0,52874000.0,,,,,,
RCSL4,RCSL4,1.08,PN,09/04/2020,RECRUSUL PN,0.82,Material de Transporte,2.95,Material Rodoviário,2230030.0,81888800.0,31/12/2019,81788800.0,75823000.0,0.0588,-23.68,-0.05,0.1613,-1.22,-0.88,-0.26530000000000004,174.23,0.235,-0.28,4.39,0.025,-0.3864,2.11,-0.18600000000000003,0.3233,-6.58,0.012,-0.15289999999999998,-0.91,0.012,-0.7472,0.0,0.052000000000000005,-0.4435,104.99,0.56,-0.31739999999999996,174.02,-0.0,1.57,0.48,38820000.0,93000.0,193000.0,-100000.0,15613000.0,-67059000.0,18660000.0,3284000.0,470000.0,-29000.0,-3458000.0,-959000.0,,,,,,
RDNI3,RDNI3,6.84,ON NM,09/04/2020,RODOBENSIMOB ON NM,4.71,Construção e Engenharia,16.64,Construção Civil,628585.0,299387000.0,31/12/2019,602099000.0,43770000.0,0.0605,186.07,0.04,-0.0229,0.49,14.09,-0.3865,20.39,0.263,0.2324,0.94,0.046,-0.5660000000000001,0.21,0.004,1.8655000000000002,0.73,0.01,-0.1057,-1.33,0.011000000000000001,0.1284,0.0,0.003,0.2763,31.46,3.14,-0.5297,41.01,0.66,-0.17,0.22,1446540000.0,408639000.0,105927000.0,302712000.0,598401000.0,616597000.0,319768000.0,95574000.0,14683000.0,15331000.0,1609000.0,5265000.0,,,,,,
REDE3,REDE3,10.0,ON,09/04/2020,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A. ON,6.49,Energia Elétrica,10.02,Energia Elétrica,44683.0,20578800000.0,31/12/2019,27492700000.0,2057870000.0,0.0,28.92,0.35,0.001,5.89,1.7,0.08960000000000001,11.99,0.20800000000000002,0.5023,1.84,0.153,0.18059999999999998,1.1,0.08800000000000001,0.3077,13.0,0.092,1.3897,-2.24,0.102,0.2651,0.046,0.204,1.1079,11.73,1.49,0.4572,16.02,2.25,0.09699999999999999,0.6,18710400000.0,7846480000.0,932487000.0,6914000000.0,4843170000.0,3493430000.0,11198600000.0,2958120000.0,1716290000.0,421574000.0,711504000.0,98937000.0,,,,,,
RENT3,RENT3,30.15,ON,09/04/2020,LOCALIZA RENT A CAR ON,23.31,Diversos,55.4,Aluguel de Carros,379650000.0,22867800000.0,31/12/2019,29416300000.0,758467000.0,-0.054900000000000004,27.42,1.1,0.1464,4.2,7.18,-0.2409,15.07,0.24600000000000002,0.0429,2.24,0.149,-0.3627,1.18,0.08199999999999999,0.6875,23.53,0.078,0.3613,-2.42,0.10800000000000001,1.054,0.013000000000000001,0.153,0.4142,13.13,1.28,-0.2848,19.38,1.72,0.282,0.53,19393000000.0,9379460000.0,2830940000.0,6548520000.0,4494080000.0,5447530000.0,10195600000.0,2695470000.0,1517930000.0,413676000.0,833938000.0,228359000.0,,,,,,
RLOG3,RLOG3,15.9,ON NM,09/04/2020,COSAN LOG ON NM,11.21,Transporte,23.5,Transporte Ferroviário,16268000.0,7365260000.0,31/12/2019,17122700000.0,463224000.0,0.0291,34.43,0.46,-0.049,3.1,5.13,0.0621,3.49,0.35,0.0816,1.04,0.297,-0.3147,0.22,0.11,0.7778,3.85,0.064,0.40630000000000005,-0.38,0.069,0.9095,0.0,0.09,0.2656,4.48,1.63,-0.6268,8.12,4.93,0.15,0.22,32838000000.0,11720500000.0,1963020000.0,9757460000.0,4953880000.0,2376850000.0,7087840000.0,1664290000.0,2107520000.0,488749000.0,213937000.0,55394000.0,,,,,,
RNEW11,RNEW11,8.4,UNT N2,09/04/2020,RENOVA UNT N2,7.4,Energia Elétrica,34.2,Energia Elétrica,45608.0,116816000.0,30/09/2019,1603480000.0,41720000.0,-0.0233,-0.1,-82.27,-0.0968,-0.14,-61.22,-0.20679999999999998,-0.62,0.031,-0.7511,0.52,-0.841,-0.3029,0.05,-5.114,-0.44439999999999996,-0.05,-0.081,-0.6420999999999999,-0.04,-0.095,0.01,0.0,1.344,-0.7585,-9.28,0.01,-0.3031,-8.53,-1.76,-0.052000000000000005,0.1,2315600000.0,1494160000.0,7491000.0,1486670000.0,26640000.0,-851318000.0,223722000.0,10451000.0,-188045000.0,-13995000.0,-1144170000.0,-166004000.0,,,,,,
RNEW3,RNEW3,3.66,ON N2,09/04/2020,RENOVA ON N2,3.1,Energia Elétrica,11.28,Energia Elétrica,15682.0,152695000.0,30/09/2019,1639360000.0,41720000.0,-0.0591,-0.13,-27.43,-0.0591,-0.18,-20.41,-0.2343,-0.81,0.031,-0.6751999999999999,0.68,-0.841,-0.2879,0.07,-5.114,-0.3073,-0.07,-0.081,-0.6856,-0.05,-0.095,-0.7818999999999999,0.0,1.344,-0.17149999999999999,-9.48,0.01,0.051500000000000004,-8.72,-1.76,-0.052000000000000005,0.1,2315600000.0,1494160000.0,7491000.0,1486670000.0,26640000.0,-851318000.0,223722000.0,10451000.0,-188045000.0,-13995000.0,-1144170000.0,-166004000.0,,,,,,
RNEW4,RNEW4,2.58,PN N2,09/04/2020,RENOVA PN N2,2.1,Energia Elétrica,11.37,Energia Elétrica,23381.0,107638000.0,30/09/2019,1594300000.0,41720000.0,0.053099999999999994,-0.09,-27.43,-0.019,-0.13,-20.41,-0.1073,-0.57,0.031,-0.7723,0.48,-0.841,-0.29510000000000003,0.05,-5.114,-0.4764,-0.05,-0.081,-0.618,-0.03,-0.095,8.15,0.0,1.344,0.0,-9.22,0.01,0.0,-8.48,-1.76,-0.052000000000000005,0.1,2315600000.0,1494160000.0,7491000.0,1486670000.0,26640000.0,-851318000.0,223722000.0,10451000.0,-188045000.0,-13995000.0,-1144170000.0,-166004000.0,,,,,,
ROMI3,ROMI3,8.9,ON,09/04/2020,ROMI ON,7.01,Máquinas e Equipamentos,17.54,Máqs. e Equips. Industriais,3539370.0,559436000.0,31/12/2019,760424000.0,62858000.0,0.042199999999999994,4.31,2.06,0.1167,0.74,12.05,-0.2541,22.23,0.273,-0.0239,0.73,0.033,-0.46240000000000003,0.41,0.17,1.2414,1.53,0.018000000000000002,0.1766,3.68,0.022000000000000002,2.0361000000000002,0.129,0.171,0.5206000000000001,12.95,1.92,-0.3967,30.22,0.46,0.073,0.56,1367240000.0,349478000.0,148490000.0,200988000.0,760182000.0,757284000.0,765506000.0,230381000.0,25164000.0,19325000.0,129664000.0,18982000.0,,,,,,
RPAD3,RPAD3,4.87,ON,08/04/2020,ALFA HOLDINGS ON,4.0,Financeiros,8.31,Bancos,5230.0,412401000.0,31/12/2019,407783000.0,84682000.0,0.0,10.09,0.48,-0.1924,0.41,11.74,-0.1241,-116.53,0.95,0.0146,1472.86,-12.639000000000001,-0.2029,0.41,146.0,1.5353,-191.64,-0.004,0.0478,-164.63,-0.004,-0.1288,0.0,0.040999999999999995,0.1478,-115.23,0.76,0.122,-115.23,,0.115,0.0,1003100000.0,0.0,4618000.0,-4618000.0,6793000.0,993802000.0,280000.0,51000.0,-3539000.0,-910000.0,40880000.0,10193000.0,,,,,,
RPAD5,RPAD5,8.1,PNA,08/04/2020,ALFA HOLDINGS PNA,6.22,Financeiros,10.04,Bancos,2775.0,685924000.0,31/12/2019,681306000.0,84682000.0,0.0,16.78,0.48,0.0,0.69,11.74,0.0253,-193.82,0.95,0.22,2449.73,-12.639000000000001,0.0326,0.68,146.0,0.5385,-318.74,-0.004,0.134,-273.82,-0.004,0.2634,0.065,0.040999999999999995,0.1446,-192.51,0.76,0.0943,-192.51,,0.115,0.0,1003100000.0,0.0,4618000.0,-4618000.0,6793000.0,993802000.0,280000.0,51000.0,-3539000.0,-910000.0,40880000.0,10193000.0,,,,,,
RPAD6,RPAD6,7.7,PNB,25/03/2020,ALFA HOLDINGS PNB,3.41,Financeiros,10.0,Bancos,980.0,652051000.0,31/12/2019,647433000.0,84682000.0,0.0,15.95,0.48,0.0,0.66,11.74,0.0,-184.25,0.95,1.2384,2328.75,-12.639000000000001,-0.13390000000000002,0.65,146.0,1.607,-303.0,-0.004,0.263,-260.3,-0.004,0.0425,0.0,0.040999999999999995,0.5235,-182.94,0.76,-0.0659,-182.94,,0.115,0.0,1003100000.0,0.0,4618000.0,-4618000.0,6793000.0,993802000.0,280000.0,51000.0,-3539000.0,-910000.0,40880000.0,10193000.0,,,,,,
RPMG3,RPMG3,3.11,ON,09/04/2020,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,1.8,"Petróleo, Gás e Biocombustíveis",10.82,Exploração e/ou Refino e Distribuição,94821.0,210522000.0,30/06/2019,210472000.0,67692000.0,-0.022000000000000002,-1.41,-2.21,0.254,-0.08,-38.68,-0.0281,-1.26,0.075,0.3822,0.19,-0.153,-0.3926,0.1,-0.13699999999999998,0.7123999999999999,-0.1,-0.08,-0.6214999999999999,-0.07,-0.08199999999999999,0.09570000000000001,0.0,0.057,1.0028,-1.32,0.47,-0.3077,-1.26,,0.159,0.52,2094740000.0,0.0,50000.0,-50000.0,1902630000.0,-2618490000.0,1092190000.0,261976000.0,-166673000.0,-13875000.0,-149657000.0,-17182000.0,,,,,,
RSID3,RSID3,4.28,ON N1,09/04/2020,ROSSI RESIDENCIAL ON N1,3.65,Construção e Engenharia,11.22,Construção Civil,1383850.0,73416300.0,31/12/2019,1467690000.0,17153300.0,-0.046799999999999994,-0.24,-18.14,-0.0115,-0.13,-31.98,-0.38420000000000004,-0.79,-0.043,-0.036000000000000004,1.21,-1.528,-0.5307,0.04,-5.122000000000001,0.7208,-0.08,-0.046,-0.26289999999999997,-0.04,-0.051,1.663,0.0,0.5670000000000001,-0.1563,-17.29,0.49,-0.809,-15.8,-2.67,-0.518,0.03,2026110000.0,1463300000.0,69025000.0,1394270000.0,836550000.0,-548554000.0,60789000.0,29738000.0,-92871000.0,-10308000.0,-311109000.0,23118000.0,,,,,,
RSUL4,RSUL4,115.0,PN,20/03/2020,METALURGICA RIOSULENSE S/A PN,75.0,Material de Transporte,142.01,Material Rodoviário,1945.0,67045000.0,31/12/2019,71059000.0,583000.0,0.0,3.87,29.68,0.0,-25.62,-4.49,-0.17859999999999998,2.72,0.332,0.6084,0.4,0.146,-0.1051,0.35,0.10300000000000001,1.0726,-1.13,0.13,0.8234999999999999,-0.49,0.136,0.0,0.0,-6.612,0.0,2.38,0.48,-0.168,2.89,-2.28,0.11199999999999999,0.89,189433000.0,5975000.0,1961000.0,4014000.0,54537000.0,-2617000.0,168072000.0,40525000.0,24620000.0,4781000.0,17304000.0,3770000.0,,,,,,
SANB11,SANB11,27.58,UNT,09/04/2020,SANTANDER UNT,23.86,Financeiros,48.88,Bancos,92590600.0,103405000000.0,31/12/2019,,7498530000.0,-0.0068000000000000005,7.34,3.76,0.0341,1.48,18.59,-0.16140000000000002,,,-0.3515,,,-0.41960000000000003,,0.0,0.2066,,0.0,0.4064,,,0.1367,0.095,0.20199999999999999,0.9462,,,0.335,,,0.46799999999999997,,838536000000.0,,,,,69687700000.0,,,,,14088500000.0,3583090000.0,274212000000.0,193414000000.0,24624800000.0,6457760000.0,14669000000.0,4822610000.0
SANB3,SANB3,13.57,ON,09/04/2020,SANTANDER ON,11.44,Financeiros,27.94,Bancos,834215.0,101755000000.0,31/12/2019,,7498530000.0,-0.0095,7.22,1.88,0.034300000000000004,1.46,9.29,-0.1577,,,-0.3711,,,-0.44670000000000004,,0.0,0.1881,,0.0,0.2534,,,-0.0076,0.092,0.20199999999999999,1.3021,,,0.4696,,,0.46799999999999997,,838536000000.0,,,,,69687700000.0,,,,,14088500000.0,3583090000.0,274212000000.0,193414000000.0,24624800000.0,6457760000.0,14669000000.0,4822610000.0
SANB4,SANB4,14.08,PN,09/04/2020,SANTANDER PN,12.0,Financeiros,24.27,Bancos,1320300.0,105579000000.0,31/12/2019,,7498530000.0,-0.0049,7.49,1.88,0.005,1.52,9.29,-0.15789999999999998,,,-0.3394,,,-0.3751,,0.0,0.1956,,0.0,0.6426999999999999,,,0.4111,0.098,0.20199999999999999,0.4869,,,0.28600000000000003,,,0.46799999999999997,,838536000000.0,,,,,69687700000.0,,,,,14088500000.0,3583090000.0,274212000000.0,193414000000.0,24624800000.0,6457760000.0,14669000000.0,4822610000.0
SAPR11,SAPR11,25.0,UNT N2,09/04/2020,SANEPAR UNT N2,19.86,Água e Saneamento,37.2,Água e Saneamento,72284800.0,7556030000.0,31/12/2019,10362400000.0,1511210000.0,0.0121,7.0,3.57,0.0482,1.22,20.43,-0.1967,3.94,0.606,0.011399999999999999,1.6,0.406,-0.2507,0.63,0.22899999999999998,0.7411,-62.63,0.161,0.08289999999999999,-1.64,0.168,-0.0096,0.057,0.175,0.0,4.59,0.91,0.0,5.4,0.5,0.11699999999999999,0.4,11939600000.0,3080430000.0,274059000.0,2806370000.0,1170740000.0,6173910000.0,4722830000.0,1339620000.0,1919140000.0,583223000.0,1080030000.0,386321000.0,,,,,,
SAPR3,SAPR3,5.13,ON,09/04/2020,SANEPAR ON,4.07,Água e Saneamento,8.0,Água e Saneamento,1099060.0,7752480000.0,31/12/2019,10558900000.0,1511210000.0,-0.0039000000000000003,7.18,0.71,0.057699999999999994,1.26,4.09,-0.1451,4.04,0.606,-0.1858,1.64,0.406,-0.10289999999999999,0.65,0.22899999999999998,0.0774,-64.26,0.161,0.4229,-1.69,0.168,1.1869,0.052000000000000005,0.175,0.6581,4.68,0.91,-0.47740000000000005,5.5,0.5,0.11699999999999999,0.4,11939600000.0,3080430000.0,274059000.0,2806370000.0,1170740000.0,6173910000.0,4722830000.0,1339620000.0,1919140000.0,583223000.0,1080030000.0,386321000.0,,,,,,
SAPR4,SAPR4,4.9,PN,09/04/2020,SANEPAR PN,3.98,Água e Saneamento,7.35,Água e Saneamento,14987800.0,7404910000.0,31/12/2019,10211300000.0,1511210000.0,0.0040999999999999995,6.86,0.71,0.0187,1.2,4.09,-0.2165,3.86,0.606,0.0705,1.57,0.406,-0.29359999999999997,0.62,0.22899999999999998,1.0955,-61.38,0.161,-0.0318,-1.61,0.168,0.14679999999999999,0.06,0.175,2.6096,4.53,0.91,-0.3741,5.32,0.5,0.11699999999999999,0.4,11939600000.0,3080430000.0,274059000.0,2806370000.0,1170740000.0,6173910000.0,4722830000.0,1339620000.0,1919140000.0,583223000.0,1080030000.0,386321000.0,,,,,,
SBSP3,SBSP3,41.78,ON NM,09/04/2020,SABESP ON NM,30.55,Água e Saneamento,66.47,Água e Saneamento,197430000.0,28557000000.0,31/12/2019,39548500000.0,683510000.0,0.0342,8.48,4.93,0.0683,1.32,31.65,-0.19649999999999998,4.99,0.436,0.0675,1.59,0.318,-0.31010000000000004,0.61,0.187,0.963,-18.34,0.12300000000000001,-0.059500000000000004,-1.43,0.131,0.23079999999999998,0.027999999999999997,0.156,0.5343,5.27,0.76,0.1458,6.91,0.61,0.10400000000000001,0.39,46457800000.0,13244700000.0,2253210000.0,10991500000.0,4896140000.0,21635800000.0,17983700000.0,4696650000.0,5726670000.0,1248750000.0,3367520000.0,1056990000.0,,,,,,
SCAR3,SCAR3,33.65,ON,09/04/2020,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A. ON,28.41,Exploração de Imóveis,56.01,Exploração de Imóveis,518503.0,1942850000.0,31/12/2019,3070990000.0,57737000.0,0.0418,22.5,1.5,-0.0246,1.32,25.48,-0.184,9.38,0.745,-0.003,5.22,0.556,-0.2848,0.66,0.233,0.46159999999999995,6.48,0.07,-0.2445,-1.78,0.078,0.747,0.011000000000000001,0.059000000000000004,0.1076,12.25,4.49,-0.2865,14.82,0.96,-0.067,0.13,2956460000.0,1417050000.0,288915000.0,1128140000.0,385874000.0,1471030000.0,372375000.0,124186000.0,207222000.0,47492000.0,86352000.0,15003000.0,,,,,,
SEER3,SEER3,16.5,ON NM,09/04/2020,SER EDUCA ON NM,13.03,Diversos,33.46,Educacional,21206600.0,2123910000.0,31/12/2019,1999630000.0,128722000.0,-0.0167,15.57,1.06,0.09050000000000001,1.62,10.17,-0.2568,8.31,0.545,-0.0924,1.66,0.2,-0.4054,0.83,0.107,0.9836,8.92,0.1,-0.48979999999999996,-3.5,0.115,0.7105,0.155,0.10400000000000001,1.4738,5.18,1.59,-0.7195,7.83,0.14,0.057999999999999996,0.5,2559160000.0,182178000.0,306463000.0,-124285000.0,644545000.0,1308490000.0,1275990000.0,350307000.0,255472000.0,53480000.0,136372000.0,-2563010.0,,,,,,
SGPS3,SGPS3,4.89,ON NM,09/04/2020,Springs ON NM,3.87,"Tecidos, Vestuário e Calçados",15.24,Fios e Tecidos,1127900.0,244500000.0,31/12/2019,1082260000.0,50000000.0,0.008199999999999999,5.35,0.91,0.0040999999999999995,0.18,27.73,-0.46259999999999996,3.65,0.316,-0.47979999999999995,0.17,0.047,-0.6021,0.07,0.032,0.7812,0.78,0.02,-0.3617,-0.39,0.023,1.5434999999999999,0.0,0.033,0.4706,6.78,1.33,0.2457,16.16,0.75,-0.135,0.43,3294860000.0,1042030000.0,204276000.0,837759000.0,1278810000.0,1386630000.0,1422520000.0,373198000.0,66989000.0,33827000.0,45724000.0,-23692000.0,,,,,,
SHOW3,SHOW3,2.07,ON NM,09/04/2020,TIME FOR FUN ON NM,1.7,Viagens e Lazer,6.75,Produção de Eventos e Shows,1149390.0,139727000.0,31/12/2019,86139100.0,67501000.0,0.035,-1.97,-1.05,0.035,0.5,4.11,-0.3689,-8.52,0.14400000000000002,-0.6683,0.35,-0.042,-0.6688,0.22,-0.182,-0.145,1.05,-0.026000000000000002,0.0369,15.76,-0.044000000000000004,0.33270000000000005,0.028999999999999998,-0.255,0.8179000000000001,99.01,1.6,0.043,-5.25,0.56,-0.091,0.63,623274000.0,156062000.0,209650000.0,-53588000.0,355514000.0,277467000.0,393694000.0,86063000.0,-16397000.0,706000.0,-70789000.0,-5460000.0,,,,,,
SHUL4,SHUL4,7.35,PN,09/04/2020,SCHULZ PN,5.91,Máquinas e Equipamentos,16.58,"Motores, Compressores e Outros",5960540.0,656678000.0,31/12/2019,875130000.0,89344000.0,0.0055000000000000005,6.76,1.09,0.0124,1.06,6.94,-0.3761,7.94,0.218,0.018000000000000002,0.62,0.078,-0.27440000000000003,0.47,0.092,0.4941,1.27,0.059000000000000004,0.4739,8.13,0.081,0.6607,0.036000000000000004,0.157,0.126,7.06,2.51,-0.1689,10.58,0.86,0.159,0.76,1397290000.0,535080000.0,316628000.0,218452000.0,857915000.0,620101000.0,1060400000.0,252615000.0,82707000.0,12762000.0,97153000.0,21684000.0,,,,,,
SLCE3,SLCE3,20.36,ON NM,09/04/2020,SLC Agricola ON NM,16.12,Agropecuária,25.99,Agricultura,28408900.0,3880510000.0,31/12/2019,4855510000.0,190595000.0,0.022099999999999998,12.46,1.63,-0.10310000000000001,1.39,14.61,0.0252,7.36,0.258,0.002,1.28,0.17300000000000001,-0.179,0.56,0.10400000000000001,0.2419,3.71,0.076,0.6476999999999999,-4.4,0.102,1.0268000000000002,0.047,0.11199999999999999,-0.0842,7.67,1.51,0.2298,9.21,0.67,0.17600000000000002,0.44,6958130000.0,1859770000.0,884769000.0,974997000.0,3090810000.0,2784680000.0,3040660000.0,905419000.0,527061000.0,109550000.0,311514000.0,84554000.0,,,,,,
SLED3,SLED3,1.17,ON,09/04/2020,EDITORA SARAIVA ON,1.08,Mídia,5.45,"Jornais, Livros e Revistas",62499.0,45566800.0,31/12/2019,509016000.0,38946000.0,0.0086,-0.14,-8.17,-0.025,-0.26,-4.43,-0.38420000000000004,-0.33,0.298,-0.146,0.07,-0.205,-0.7511,0.05,-0.475,1.9747,-1.52,-0.161,-0.5473,-0.06,-0.18600000000000003,-0.48369999999999996,0.0,1.8419999999999999,1.0059,-9.46,0.89,-0.5663,-3.72,-2.8,-0.192,0.79,852189000.0,483913000.0,20464000.0,463449000.0,233719000.0,-172677000.0,669658000.0,156406000.0,-137006000.0,-19655000.0,-318048000.0,-194070000.0,,,,,,
