,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida_,EBIT,EBIT_,Lucro Líquido,Lucro Líquido_,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ_,Rec Serviços,Rec Serviços_
AALR3,AALR3,10.64,ON NM,09/04/2020,ALLIAR ON NM,8.32,Saúde,23.15,"Serviços Médico - Hospitalares, Análises e Diagnósticos",7334810.0,1258640000.0,31/12/2019,1785110000.0,118293000.0,0.0868,30.48,0.35,0.1822,0.98,10.84,-0.2963,10.01,0.265,-0.2737,1.17,0.11699999999999999,-0.41409999999999997,0.52,0.047,0.3716,116.41,0.052000000000000005,-0.1005,-1.9,0.055999999999999994,0.0103,0.008,0.032,-0.2368,7.33,1.03,0.0,14.19,0.48,0.10300000000000001,0.45,2401120000.0,614769000.0,88301000.0,526468000.0,417043000.0,1282190000.0,1072870000.0,262156000.0,125793000.0,24921000.0,41300000.0,7442000.0,,,,,,
ABCB4,ABCB4,13.6,PN N2,09/04/2020,ABC Brasil PN N2,11.03,Financeiros,23.75,Bancos,14530200.0,2969680000.0,31/12/2019,,218359000.0,0.0421,5.62,2.42,0.027200000000000002,0.73,18.51,-0.1542,,,-0.2586,,,-0.3122,,0.0,0.2682,,0.0,0.0564,,,0.3336,0.077,0.131,0.7739,,,-0.27940000000000004,,,0.501,,36253300000.0,,,,,4040730000.0,,,,,528399000.0,145599000.0,5693870000.0,13280500000.0,722056000.0,218790000.0,348713000.0,97987000.0
ABEV3,ABEV3,12.1,ON NM,09/04/2020,AMBEV S/A ON NM,11.03,Bebidas,20.18,Cervejas e Refrigerantes,490808000.0,190395000000.0,31/12/2019,181543000000.0,15735100000.0,-0.0171,16.16,0.75,0.0151,3.11,3.89,-0.1752,12.21,0.588,-0.30079999999999996,3.62,0.29600000000000004,-0.3519,1.87,0.23199999999999998,0.2408,72.95,0.153,-0.2559,-16.46,0.20600000000000002,0.331,0.040999999999999995,0.192,-0.0496,9.02,1.1,0.1371,11.64,0.05,0.034,0.52,101743000000.0,3062800000.0,11915200000.0,-8852420000.0,27621100000.0,61278000000.0,52599700000.0,15856800000.0,15594000000.0,5342540000.0,11780000000.0,4099700000.0,,,,,,
ADHM3,ADHM3,3.35,,09/04/2020,VITALYZE.ME,1.07,Prods. de Uso Pessoal e de Limpeza,3.35,Produtos de Uso Pessoal,232898.0,25336000.0,30/09/2019,25336000.0,7563000.0,0.0182,-4.07,-0.82,1.3103,-1.28,-2.61,0.8611,-5.67,1.0,1.534,767.76,-135.485,0.5282,104.69,-188.606,0.7467,-1.42,-18.475,-0.2647,-1.27,5.2170000000000005,-0.3544,0.0,0.315,0.0,-5.79,0.0,0.0,-5.67,,0.435,0.14,242000.0,0.0,0.0,0.0,23000.0,-19776000.0,33000.0,33000.0,-4471000.0,-993000.0,-6224000.0,-2492000.0,,,,,,
AFLT3,AFLT3,6.85,ON,09/04/2020,AFLUENTE T ON,4.38,Energia Elétrica,32.74,Energia Elétrica,23249.0,432132000.0,31/12/2019,381634000.0,63085000.0,-0.0473,17.11,0.4,0.0538,2.02,3.4,-0.2721,17.31,0.6629999999999999,0.2828,11.19,0.6459999999999999,-0.3818,1.92,0.654,1.0146,6.07,0.111,0.1506,6.75,0.146,0.9351999999999999,0.015,0.11800000000000001,0.39549999999999996,15.29,18.09,0.0473,15.29,0.01,0.079,0.17,225655000.0,1248000.0,51746000.0,-50498000.0,75356000.0,214346000.0,38621000.0,10571000.0,24961000.0,3817000.0,25257000.0,4164000.0,,,,,,
AGRO3,AGRO3,17.45,ON NM,09/04/2020,BRASILAGRO ON NM,13.8,Exploração de Imóveis,20.75,Exploração de Imóveis,2051830.0,1083720000.0,31/12/2019,1448490000.0,62104300.0,0.0087,26.8,0.65,0.0058,1.15,15.18,-0.0113,8.97,0.309,0.18309999999999998,1.91,0.213,-0.0825,0.72,0.18,0.2851,4.32,0.08,0.31670000000000004,-11.66,0.08900000000000001,0.154,0.049,0.043,0.0587,10.06,2.1,0.4241,11.98,0.49,0.122,0.37,1515090000.0,458309000.0,93538000.0,364771000.0,479155000.0,942966000.0,567527000.0,129058000.0,120861000.0,43114000.0,40442000.0,0.0,,,,,,
AHEB5,AHEB5,19.02,PNA,03/04/2020,PARQUE ANHEMBI PNA,19.02,Exploração de Imóveis,32.48,Exploração de Imóveis,580.0,143068000.0,31/12/2019,115838000.0,7522000.0,0.0,-3.36,-5.66,-0.05,5.26,3.62,-0.0951,-3.36,0.231,-0.3104,1.25,-0.371,-0.4144,0.54,-0.371,0.0,-8.2,-0.162,0.0,-0.74,-0.191,0.21030000000000001,0.0,-1.564,0.0,-3.78,0.71,0.0,-2.72,,-0.146,0.44,262642000.0,0.0,27230000.0,-27230000.0,41859000.0,27217000.0,114838000.0,-27900000.0,-42582000.0,37489000.0,-42560000.0,36420000.0,,,,,,
ALPA3,ALPA3,22.0,ON N1,09/04/2020,ALPARGATAS ON N1,14.49,"Tecidos, Vestuário e Calçados",33.89,Calçados,86082.0,12937400000.0,31/12/2019,12649900000.0,588062000.0,-0.0364,47.2,0.47,0.1305,4.9,4.49,-0.049699999999999994,21.86,0.503,0.4489,3.49,0.159,-0.201,2.86,0.07,1.107,9.56,0.131,-0.0143,15.73,0.16399999999999998,0.9587,0.002,0.10400000000000001,-0.0504,16.84,2.08,0.6302,21.37,0.11,-0.025,0.82,4522040000.0,278750000.0,566263000.0,-287513000.0,2610130000.0,2642930000.0,3712180000.0,741647000.0,591961000.0,241592000.0,274105000.0,118783000.0,,,,,,
ALPA4,ALPA4,25.99,PN N1,09/04/2020,ALPARGATAS PN N1,15.09,"Tecidos, Vestuário e Calçados",37.91,Calçados,68201500.0,15283700000.0,31/12/2019,14996200000.0,588062000.0,0.0034999999999999996,55.76,0.47,0.1222,5.78,4.49,0.0168,25.82,0.503,0.7319,4.12,0.159,-0.2159,3.38,0.07,1.4394,11.29,0.131,0.003,18.58,0.16399999999999998,0.7831999999999999,0.002,0.10400000000000001,0.4359,19.96,2.08,0.1497,25.33,0.11,-0.025,0.82,4522040000.0,278750000.0,566263000.0,-287513000.0,2610130000.0,2642930000.0,3712180000.0,741647000.0,591961000.0,241592000.0,274105000.0,118783000.0,,,,,,
ALSO3,ALSO3,26.82,ON,09/04/2020,ALIANSCSONAE ON,21.92,Exploração de Imóveis,54.9,Exploração de Imóveis,69164000.0,7128030000.0,31/12/2019,5927980000.0,265773000.0,-0.0037,323.6,0.08,0.0083,1.11,24.24,-0.2848,17.14,0.731,-0.0761,9.59,0.56,-0.46509999999999996,0.65,0.076,0.9764,5.47,0.038,0.037200000000000004,-3.86,0.043,0.5025,0.005,0.003,0.09480000000000001,11.08,6.44,-0.0256,14.25,,0.18600000000000003,0.07,10906500000.0,0.0,1200050000.0,-1200050000.0,1543250000.0,6443630000.0,743186000.0,350725000.0,415981000.0,168728000.0,22027000.0,101965000.0,,,,,,
ALUP11,ALUP11,22.9,UNT N2,09/04/2020,ALUPAR UNT N2,20.86,Energia Elétrica,30.36,Energia Elétrica,21971000.0,6710550000.0,31/12/2019,11364600000.0,879111000.0,-0.0060999999999999995,7.54,3.04,0.0178,1.34,17.07,-0.1192,2.87,0.537,0.0106,1.46,0.509,-0.1703,0.35,0.35700000000000004,0.535,2.0,0.121,0.0345,-1.05,0.155,0.1091,0.02,0.17800000000000002,0.4797,4.64,2.61,-0.2032,4.86,1.71,0.276,0.24,19369700000.0,8548120000.0,3894020000.0,4654100000.0,5441880000.0,5002190000.0,4592100000.0,1369410000.0,2336150000.0,568984000.0,890284000.0,166323000.0,,,,,,
ALUP3,ALUP3,10.67,ON N2,09/04/2020,ALUPAR ON N2,7.9,Energia Elétrica,12.4,Energia Elétrica,516237.0,9380110000.0,31/12/2019,14034200000.0,879111000.0,-0.0019,10.54,1.01,-0.0256,1.88,5.69,-0.021099999999999997,4.02,0.537,0.4114,2.04,0.509,-0.064,0.48,0.35700000000000004,0.5489,2.79,0.121,-0.028999999999999998,-1.47,0.155,0.012,0.013999999999999999,0.17800000000000002,0.5162,5.73,2.61,0.0,6.01,1.71,0.276,0.24,19369700000.0,8548120000.0,3894020000.0,4654100000.0,5441880000.0,5002190000.0,4592100000.0,1369410000.0,2336150000.0,568984000.0,890284000.0,166323000.0,,,,,,
ALUP4,ALUP4,6.24,PN N2,09/04/2020,ALUPAR PN N2,5.43,Energia Elétrica,9.39,Energia Elétrica,147740.0,5485650000.0,31/12/2019,10139700000.0,879111000.0,0.0383,6.16,1.01,0.0435,1.1,5.69,-0.1522,2.35,0.537,-0.1211,1.19,0.509,-0.2615,0.28,0.35700000000000004,0.5794,1.63,0.121,0.06570000000000001,-0.86,0.155,0.2519,0.024,0.17800000000000002,-0.06309999999999999,4.14,2.61,0.0,4.34,1.71,0.276,0.24,19369700000.0,8548120000.0,3894020000.0,4654100000.0,5441880000.0,5002190000.0,4592100000.0,1369410000.0,2336150000.0,568984000.0,890284000.0,166323000.0,,,,,,
AMAR3,AMAR3,5.22,ON NM,09/04/2020,LOJAS MARISA ON NM,3.75,Comércio,15.28,"Tecidos, Vestuário e Calçados",43791900.0,1365900000.0,31/12/2019,2159910000.0,261667000.0,0.0989,-12.16,-0.43,0.1348,0.96,5.43,-0.5033,3.47,0.462,-0.2638,0.47,0.13699999999999998,-0.6069,0.34,-0.039,1.5588,1.65,0.098,-0.2841,-6.08,0.14300000000000002,0.2164,0.0,-0.079,0.2289,2.99,1.54,-0.6323,5.48,1.07,-0.022000000000000002,0.72,4020070000.0,1519500000.0,725498000.0,794005000.0,2375550000.0,1420010000.0,2882420000.0,890099000.0,393840000.0,153842000.0,-112361000.0,-8091000.0,,,,,,
ANIM3,ANIM3,19.0,ON NM,09/04/2020,ANIMA ON NM,15.53,Diversos,38.75,Educacional,25296400.0,2100620000.0,31/12/2019,3163730000.0,110559000.0,-0.020099999999999996,-218.97,-0.09,-0.0037,3.04,6.24,-0.35259999999999997,17.8,0.43200000000000005,-0.022099999999999998,1.78,0.1,-0.36219999999999997,0.88,-0.008,0.7524,18.11,0.049,-0.3924,-1.68,0.054000000000000006,1.0881,0.0,-0.013999999999999999,0.0053,13.12,1.34,-0.5755,26.8,1.8,0.081,0.49,2400020000.0,1245700000.0,182594000.0,1063100000.0,455922000.0,690435000.0,1181500000.0,319914000.0,118034000.0,8863030.0,-9593000.0,-28326000.0,,,,,,
APER3,APER3,19.2,ON,09/04/2020,ALPER S.A. ON,12.78,Previdência e Seguros,31.44,Corretoras de Seguros,1330990.0,220416000.0,31/12/2019,140936000.0,11480000.0,0.0579,88.13,0.22,0.2809,1.25,15.33,-0.107,-841.28,1.0,-0.1724,2.42,-0.003,-0.3379,0.84,0.027000000000000003,0.6831,3.54,-0.001,0.4714,13.2,-0.002,-0.39299999999999996,0.0,0.013999999999999999,-0.0026,24.66,2.57,-0.6823,-537.92,,-0.172,0.35,261125000.0,0.0,79480000.0,-79480000.0,101823000.0,175999000.0,91129000.0,25116000.0,-262000.0,79000.0,2501000.0,-879000.0,,,,,,
ARZZ3,ARZZ3,37.6,ON NM,09/04/2020,AREZZO CO ON NM,33.03,Comércio,68.5,"Tecidos, Vestuário e Calçados",34334600.0,3419870000.0,31/12/2019,3322970000.0,90954000.0,-0.049800000000000004,21.09,1.78,0.019799999999999998,4.58,8.2,-0.2709,20.44,0.462,-0.2231,2.04,0.1,-0.4125,2.42,0.09699999999999999,0.19579999999999997,6.63,0.11800000000000001,0.033,10.91,0.16699999999999998,1.2945,0.021,0.217,0.2325,13.42,2.11,-0.15689999999999998,19.86,0.24,0.107,1.19,1413250000.0,180784000.0,277683000.0,-96899000.0,980665000.0,746071000.0,1679230000.0,467652000.0,167316000.0,41830000.0,162139000.0,58655000.0,,,,,,
ATOM3,ATOM3,1.44,ON,09/04/2020,ATOMPAR ON,1.0,Outros,2.17,Outros,78352.0,30094600.0,31/12/2019,19670600.0,20899000.0,0.0213,14.6,0.1,0.1707,5.92,0.24,-0.0336,442.57,1.0,-0.2577,4.24,0.01,-0.1377,1.88,0.29,-0.3239,2.36,0.004,-0.2778,10.53,0.012,0.14,0.0,0.406,-0.2593,289.27,13.62,5.75,289.27,,0.306,0.44,15997000.0,0.0,10424000.0,-10424000.0,13774000.0,5081000.0,7100000.0,2242000.0,68000.0,-788000.0,2061000.0,811000.0,,,,,,
AZEV3,AZEV3,3.61,ON,09/04/2020,AZEVEDO & TRAVASSOS ON,2.5,Construção e Engenharia,24.45,Construção Pesada,17765.0,19494000.0,31/03/2019,49299000.0,5400000.0,0.1797,-0.15,-24.1,0.031400000000000004,-0.09,-40.83,-0.2922,-0.37,-1.597,-0.8482999999999999,0.8,-2.151,-0.4628,0.35,-5.332000000000001,-0.8506999999999999,-0.12,-0.956,2.6289999999999996,-0.08,-2.112,-0.008,0.0,0.59,0.7483,-1.0,0.11,-0.3992,-0.94,-0.14,-0.478,0.44,54913000.0,29816000.0,11000.0,29805000.0,20339000.0,-220476000.0,24409000.0,721000.0,-52500000.0,-4530000.0,-130144000.0,-8700000.0,,,,,,
AZEV4,AZEV4,2.2,PN,09/04/2020,AZEVEDO & TRAVASSOS PN,1.71,Construção e Engenharia,6.74,Construção Pesada,82592.0,11880000.0,31/03/2019,41685000.0,5400000.0,-0.0045000000000000005,-0.09,-24.1,0.0092,-0.05,-40.83,-0.2568,-0.23,-1.597,-0.5318999999999999,0.49,-2.151,-0.5056,0.22,-5.332000000000001,-0.0825,-0.07,-0.956,-0.0849,-0.05,-2.112,0.0392,0.0,0.59,-0.2444,-0.85,0.11,-0.2151,-0.79,-0.14,-0.478,0.44,54913000.0,29816000.0,11000.0,29805000.0,20339000.0,-220476000.0,24409000.0,721000.0,-52500000.0,-4530000.0,-130144000.0,-8700000.0,,,,,,
AZUL4,AZUL4,16.3,PN,09/04/2020,AZUL PN,10.35,Transporte,62.41,Transporte Aéreo,233812000.0,5573850000.0,31/12/2019,7382120000.0,341954000.0,-0.0292,-2.32,-7.03,-0.0712,-1.58,-10.29,-0.49219999999999997,-4.66,0.006999999999999999,-0.5440999999999999,0.49,-0.10400000000000001,-0.7203,0.29,-0.21,0.6189,-2.05,-0.062,0.3383,-0.3,-0.07400000000000001,0.2009,0.0,0.6829999999999999,0.0,2.98,0.6,0.0,-6.18,-1.0,0.195,0.6,19197500000.0,3518160000.0,1709890000.0,1808270000.0,4138730000.0,-3519170000.0,11442300000.0,3251900000.0,-1195400000.0,-2414280000.0,-2403090000.0,-2432450000.0,,,,,,
B3SA3,B3SA3,39.01,ON,09/04/2020,B3 ON,29.57,Serviços Financeiros Diversos,52.3,Serviços Financeiros Diversos,805785000.0,80327000000.0,31/12/2019,75220500000.0,2059140000.0,-0.0076,29.6,1.32,0.0866,3.16,12.33,-0.031,24.88,0.898,0.2641,12.21,0.491,-0.0707,2.01,0.413,0.6325999999999999,33.28,0.081,0.2079,-19.32,0.106,0.40490000000000004,0.040999999999999995,0.107,0.5525,17.66,1.3,0.2198,23.3,0.17,0.33799999999999997,0.16,40027300000.0,4364550000.0,9471030000.0,-5106490000.0,10469000000.0,25388000000.0,6576510000.0,2070590000.0,3228990000.0,922112000.0,2714170000.0,733369000.0,,,,,,
BAHI3,BAHI3,70.0,ON,09/04/2020,BAHEMA ON,58.5,Holdings Diversificadas,116.0,Holdings Diversificadas,58141.0,155355000.0,31/12/2019,118862000.0,2219360.0,0.009399999999999999,-16.93,-4.13,0.07690000000000001,1.28,54.84,-0.21350000000000002,-14.73,0.35700000000000004,-0.3896,2.93,-0.19899999999999998,-0.2823,0.81,-0.17800000000000002,-0.20809999999999998,8.15,-0.055,1.2066,-11.69,-0.07400000000000001,1.1265,0.0,-0.075,-0.0128,-12.66,1.57,-0.34759999999999996,-11.27,0.1,0.187,0.28,191099000.0,11657000.0,48150000.0,-36493000.0,52738000.0,121702000.0,53058000.0,16775000.0,-10547000.0,-3294000.0,-9175000.0,-4437000.0,,,,,,
BALM4,BALM4,13.05,PN,09/04/2020,BAUMER PN,9.7,Máquinas e Equipamentos,16.5,Máqs. e Equips. Hospitalares,14040.0,127890000.0,31/12/2019,145366000.0,9800000.0,0.1549,20.46,0.64,0.1972,1.27,10.26,0.1348,11.32,0.518,0.016399999999999998,0.86,0.076,0.33159999999999995,0.67,0.027999999999999997,-0.2909,2.44,0.059000000000000004,0.6107,4.35,0.066,0.1042,0.011000000000000001,0.062,-0.0672,10.27,1.88,-0.2441,12.87,0.31,0.065,0.78,190587000.0,30891000.0,13415000.0,17476000.0,111867000.0,100523000.0,149310000.0,35347000.0,11297000.0,1310000.0,6252000.0,460000.0,,,,,,
BAUH4,BAUH4,81.14,PN,09/04/2020,EXCELSIOR PN,22.0,Alimentos,103.0,Carnes e Derivados,121539.0,423713000.0,31/12/2019,388352000.0,5222000.0,0.0058,15.78,5.14,-0.0305,5.91,13.74,-0.1063,26.6,0.253,2.0619,2.35,0.08800000000000001,0.0403,3.5,0.149,3.1913,20.13,0.132,0.7757999999999999,24.23,0.266,0.278,0.0,0.374,0.2615,19.01,1.46,-0.2597,24.38,0.0,0.125,1.49,121104000.0,16000.0,35377000.0,-35361000.0,66841000.0,71747000.0,180154000.0,48604000.0,15928000.0,3650000.0,26858000.0,3401000.0,,,,,,
BAZA3,BAZA3,29.2,ON,09/04/2020,BANCO DA AMAZONIA S.A. ON,22.11,Financeiros,39.82,Bancos,148889.0,865663000.0,31/12/2019,,29646000.0,-0.026699999999999998,3.14,9.29,0.092,0.39,74.18,0.0632,,,0.2748,,,-0.2026,,0.0,0.7552,,0.0,-0.0248,,,-0.0942,0.172,0.125,0.3382,,,0.0,,,-0.087,,20478800000.0,,,,,2199210000.0,,,,,275348000.0,214360000.0,4400310000.0,3150440000.0,518710000.0,225413000.0,825022000.0,229923000.0
BBAS3,BBAS3,29.65,ON,09/04/2020,BANCO DO BRASIL S.A. ON,22.13,Financeiros,53.35,Bancos,755371000.0,84959600000.0,31/12/2019,,2865420000.0,-0.0027,4.75,6.25,0.06309999999999999,0.86,34.51,-0.2087,,,-0.36060000000000003,,,-0.43189999999999995,,0.0,0.1875,,0.0,0.514,,,0.1636,0.08199999999999999,0.18100000000000002,0.9834999999999999,,,-0.29,,,0.113,,1538890000000.0,,,,,98896000000.0,,,,,17899300000.0,5617740000.0,502952000000.0,519788000000.0,27761600000.0,6353930000.0,19900900000.0,5017680000.0
BBDC3,BBDC3,20.68,ON N1,09/04/2020,BANCO BRADESCO S.A. ON N1,15.67,Financeiros,35.32,Bancos,133937000.0,166760000000.0,31/12/2019,,8063830000.0,-0.011000000000000001,7.38,2.8,0.1002,1.25,16.58,-0.1076,,,-0.3084,,,-0.391,,0.0,0.2675,,0.0,0.1928,,,0.2477,0.091,0.16899999999999998,0.6301,,,-0.2505,,,-0.09300000000000001,,1147030000000.0,,,,,133723000000.0,,,,,22582600000.0,4883120000.0,394223000000.0,292730000000.0,33458500000.0,12428600000.0,18519300000.0,5257960000.0
BBDC4,BBDC4,22.39,PN N1,09/04/2020,BANCO BRADESCO S.A. PN N1,17.66,Financeiros,37.58,Bancos,898556000.0,180549000000.0,31/12/2019,,8063830000.0,-0.0004,8.0,2.8,0.0788,1.35,16.58,-0.156,,,-0.3504,,,-0.3789,,0.0,0.17980000000000002,,0.0,0.2872,,,0.3258,0.09300000000000001,0.16899999999999998,0.7284,,,-0.2938,,,-0.09300000000000001,,1147030000000.0,,,,,133723000000.0,,,,,22582600000.0,4883120000.0,394223000000.0,292730000000.0,33458500000.0,12428600000.0,18519300000.0,5257960000.0
BBRK3,BBRK3,1.73,ON NM,09/04/2020,BR Brokers ON NM,1.21,Construção e Engenharia,6.94,Intermediação Imobiliária,670176.0,62761500.0,31/12/2019,6679460.0,36278300.0,0.048499999999999995,-0.7,-2.46,0.0298,0.25,6.87,-0.4401,-4.29,0.7240000000000001,-0.6620999999999999,0.46,-0.107,-0.7068000000000001,0.16,-0.52,-0.0635,2.03,-0.036000000000000004,-0.3636,-1.26,-0.043,-0.3265,0.0,-0.358,0.20489999999999997,-3.26,1.49,-0.46259999999999996,-0.46,,-0.038,0.34,402956000.0,0.0,56082000.0,-56082000.0,94028000.0,249073000.0,136112000.0,33578000.0,-14623000.0,-5857000.0,-89128000.0,-50527000.0,,,,,,
BBSE3,BBSE3,25.78,ON NM,09/04/2020,BBSEGURIDADE ON NM,22.4,Previdência e Seguros,35.33,Seguradoras,193666000.0,51560000000.0,31/12/2019,,2000000000.0,0.0106,0.0,0.0,0.0374,0.0,0.0,-0.0919,,,0.0434,,,-0.2527,,,0.4362,,0.0,0.08470000000000001,,,0.0684,0.161,,0.20420000000000002,,,-0.1561,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
BDLL4,BDLL4,7.01,PN,09/04/2020,BAEDELLA PN,6.01,Máquinas e Equipamentos,22.0,Máqs. e Equips. Industriais,16603.0,11216000.0,30/09/2019,239764000.0,1600000.0,-0.0264,-0.11,-65.41,0.0,0.89,7.87,-0.4388,-0.22,-0.31,-0.4993,0.21,-0.9359999999999999,-0.13140000000000002,0.01,-1.933,-0.5389,-0.07,-0.06,-0.4122,-0.02,-0.068,-0.1844,0.0,-8.312999999999999,-0.0138,-5.66,0.62,-0.2414,-4.73,18.16,-0.433,0.06,837950000.0,228566000.0,18000.0,228548000.0,275437000.0,12589000.0,54128000.0,7565000.0,-50668000.0,-14159000.0,-104656000.0,-36091000.0,,,,,,
BEEF3,BEEF3,8.63,ON NM,09/04/2020,Minerva ON NM,6.6,Alimentos,15.65,Carnes e Derivados,77868500.0,4190560000.0,31/12/2019,10198600000.0,485580000.0,-0.0092,259.37,0.03,0.0855,-14.88,-0.58,0.0105,2.86,0.192,0.15839999999999999,0.24,0.086,-0.32789999999999997,0.32,0.001,1.5732,1.59,0.111,-0.5315,-0.8,0.198,-0.099,0.0,-0.057,-0.0858,5.89,1.47,0.40240000000000004,6.95,-37.2,0.184,1.29,13233700000.0,10477700000.0,4469690000.0,6008040000.0,8269280000.0,-281662000.0,17122800000.0,4859660000.0,1466400000.0,535696000.0,16157000.0,243622000.0,,,,,,
BEES3,BEES3,5.13,ON,09/04/2020,BANESTES S/A ON,4.61,Financeiros,7.57,Bancos,239281.0,1620630000.0,31/12/2019,,315913000.0,-0.0039000000000000003,7.58,0.68,0.0236,1.01,5.09,-0.16010000000000002,,,0.08539999999999999,,,-0.1764,,0.0,0.5949,,0.0,0.20420000000000002,,,0.5327000000000001,0.059000000000000004,0.133,0.5395,,,0.0146,,,0.08,,23560600000.0,,,,,1608360000.0,,,,,213738000.0,46587000.0,11698900000.0,3559370000.0,720556000.0,188168000.0,346093000.0,90142000.0
BEES4,BEES4,5.45,PN,09/04/2020,BANESTES S/A PN,4.56,Financeiros,8.43,Bancos,45514.0,1721730000.0,31/12/2019,,315913000.0,0.08130000000000001,8.06,0.68,0.0983,1.07,5.09,-0.0944,,,0.17,,,-0.1861,,0.0,0.6675,,0.0,0.1666,,,0.5747,0.055999999999999994,0.133,0.6132,,,-0.028399999999999998,,,0.08,,23560600000.0,,,,,1608360000.0,,,,,213738000.0,46587000.0,11698900000.0,3559370000.0,720556000.0,188168000.0,346093000.0,90142000.0
BGIP3,BGIP3,47.9,ON,08/04/2020,BANESE ON,30.72,Financeiros,69.37,Bancos,2790.0,732151000.0,31/12/2019,,15285000.0,0.0,8.76,5.47,0.08539999999999999,1.69,28.38,0.0078000000000000005,,,0.3502,,,-0.12119999999999999,,0.0,0.516,,0.0,-0.0066,,,1.3638,0.026000000000000002,0.193,0.4213,,,-0.3483,,,0.095,,5534270000.0,,,,,433857000.0,,,,,83614000.0,25912000.0,4521530000.0,2420370000.0,397833000.0,93931000.0,134610000.0,37689000.0
BGIP4,BGIP4,25.4,PN,09/04/2020,BANESE PN,23.1,Financeiros,38.37,Bancos,46516.0,388239000.0,31/12/2019,,15285000.0,-0.0397,4.64,5.47,-0.0473,0.89,28.38,-0.2097,,,-0.284,,,-0.3309,,0.0,0.1041,,0.0,0.0265,,,1.8378999999999999,0.054000000000000006,0.193,0.30820000000000003,,,-0.5003,,,0.095,,5534270000.0,,,,,433857000.0,,,,,83614000.0,25912000.0,4521530000.0,2420370000.0,397833000.0,93931000.0,134610000.0,37689000.0
BIDI11,BIDI11,29.65,UNT N2,09/04/2020,INTER BANCO UNT N2,24.46,Financeiros,70.54,Bancos,33250900.0,6987050000.0,31/12/2019,,706953000.0,0.058899999999999994,88.58,0.33,-0.0596,3.17,9.34,0.0104,,,-0.3028,,,-0.3626,,0.0,0.1446,,0.0,0.0059,,,0.0,0.006,0.036000000000000004,0.0,,,0.0,,,0.45299999999999996,,10062400000.0,,,,,2201020000.0,,,,,78880000.0,23269000.0,5010700000.0,3835810000.0,460976000.0,142547000.0,94116000.0,30751000.0
BIDI3,BIDI3,9.7,ON N2,09/04/2020,INTER BANCO ON N2,8.5,Financeiros,36.86,Bancos,4831670.0,6857440000.0,31/12/2019,,706953000.0,0.013600000000000001,86.94,0.11,-0.0655,3.12,3.11,-0.0917,,,-0.6640999999999999,,,-0.34509999999999996,,0.0,-0.48710000000000003,,0.0,0.0,,,0.0,0.006,0.036000000000000004,0.0,,,0.0,,,0.45299999999999996,,10062400000.0,,,,,2201020000.0,,,,,78880000.0,23269000.0,5010700000.0,3835810000.0,460976000.0,142547000.0,94116000.0,30751000.0
BIDI4,BIDI4,9.4,PN N2,09/04/2020,INTER BANCO PN N2,6.89,Financeiros,23.41,Bancos,23834600.0,6645360000.0,31/12/2019,,706953000.0,0.0086,84.25,0.11,-0.1107,3.02,3.11,-0.0291,,,-0.0087,,,-0.3994,,0.0,1.4562,,0.0,1.1159000000000001,,,0.0,0.008,0.036000000000000004,0.0,,,0.0,,,0.45299999999999996,,10062400000.0,,,,,2201020000.0,,,,,78880000.0,23269000.0,5010700000.0,3835810000.0,460976000.0,142547000.0,94116000.0,30751000.0
BIOM3,BIOM3,9.71,ON,09/04/2020,BIOMM SA ON,5.56,Saúde,17.72,Medicamentos e Outros Produtos,363567.0,589980000.0,31/12/2019,640903000.0,60760000.0,-0.0471,-10.57,-0.92,-0.0433,3.84,2.53,-0.19079999999999997,-13.26,0.057999999999999996,0.5196000000000001,65.96,-4.975,-0.2169,1.52,-6.24,0.5328,6.76,-0.114,-0.11289999999999999,-6.77,-0.182,0.4805,0.0,-0.363,0.1536,-14.4,2.44,-0.318,-14.4,1.01,8.318999999999999,0.02,388771000.0,155591000.0,104668000.0,50923000.0,148074000.0,153557000.0,8944000.0,4961000.0,-44499000.0,-13376000.0,-55812000.0,-12164000.0,,,,,,
