Ticker;Nome da Empresa;Setor;Subsetor;Nota dos Usuários;Segmento de Listagem;Tag Along;Free Float;Vol Histórica;Tickers Opções;LIQUIDEZ MEDIA DIARIA;P/L;lpa_pos_years;lpa_last_negative_year;lpa_trend;P/ATIVOS;P/VP;vpa_trend;MARGEM BRUTA;margembruta_pos_years;margembruta_last_negative_year;margembruta_trend;MARGEM EBIT;MARG. LIQUIDA;margemliquida_pos_years;margemliquida_last_negative_year;margemliquida_trend;EV/EBIT;LIQ. CORRENTE;liquidezcorrente_trend;DIVIDA LIQUIDA / EBIT;dividaliquida_ebit_trend;DIV. LIQ. / PATRI.;dividaliquida_patrimonioliquido_trend;PASSIVOS / ATIVOS;passivo_ativo_trend;P. AT CIR. LIQ.;Div Br/ Patrim;Dív. Bruta;Disponibilidades;Dív. Líquida;Ativo Circulante;Patrim. Líq
AGRO3;BrasilAgro;Agropecuária;Agricultura;4.4;Novo Mercado;100% ON;45,21% ON;29.901754295155;8.0;6779701.33;9.87;1.0;;0.051327905512843;0.72;1.15;0.0599313459684764;30.65;0.9375;2009.0;0.0998316383961461;20.17;20.86;0.8125;2013.0;0.1179854423412158;12.06;2.14;-0.0182654499591978;1.85;-0.0202843372119562;0.21;0.1232664756446861;0.37;0.0367601246105906;-1.17;0.38;864319000.0;379455000.0;484864000.0;1267920000.0;2250940000.0
MTRE3;Mitre Realty;Construção Civil;Incorporações;3.5;Novo Mercado;100% ON;49,80% ON;54.344546163755;0.0;11531727.5;5.52;1.0;;0.1652137659187922;0.22;0.49;-0.0072021396922021;21.87;1.0;;-0.04164665822674;10.56;9.48;0.8888888888888888;2017.0;0.1177572712740442;10.42;2.65;0.0384774513860142;5.43;0.1334804191947161;0.53;-0.6841216216215884;0.53;-0.0910852713178113;-1.29;0.63;620239000.0;98188000.0;522051000.0;1802560000.0;976846000.0
JSLG3;JSL;Transporte;Transporte Rodoviário;3.5;Novo Mercado;100% ON;24,49% ON;41.512010759202;0.0;4932773.79;8.27;0.8;2017.0;0.1265118640634237;0.29;1.83;0.056275026062716;18.55;1.0;;-0.0193533569037676;17.05;5.27;0.8;2017.0;0.1130460448642405;6.78;1.64;-0.0044339753360126;4.22;-0.3560338944494597;3.03;-0.7566585956416114;0.84;-0.0138012039348137;-0.41;3.76;6324340000.0;1232290000.0;5092050000.0;3168640000.0;1683290000.0
POSI3;Positivo;Computadores e Equipamentos;Computadores e Equipamentos;3.6;Novo Mercado;100% ON;51,74% ON;51.9940992237;42.0;7642452.17;5.36;0.7142857142857143;2018.0;0.1082341644089321;0.25;0.71;0.025098522859756;30.03;1.0;;0.0021835948907917;13.75;5.35;0.7647058823529411;2018.0;0.0434179172581752;3.87;1.83;9.211495946948034e-05;1.78;0.0316024759284712;0.61;0.0339973658215273;0.65;0.010914617297596;-1.26;0.87;1264750000.0;388642000.0;876110000.0;3364850000.0;1447110000.0
LOGG3;Log CP;Exploração de Imóveis;Exploração de Imóveis;3.4;Novo Mercado;100% ON;29,51% ON;42.290994061121;9.0;5211598.13;12.74;1.0;;0.0844989329143433;0.34;0.56;0.0719339751811833;98.51;1.0;;0.018602855831417;124.48;69.23;1.0;;0.0288191676812685;11.9;2.52;0.0657177792710228;4.81;0.1997324991135971;0.38;-0.1810542398777379;0.39;-0.072276891754322;-0.41;0.5;1845680000.0;436982000.0;1408700000.0;1007160000.0;3691420000.0
SEER3;SER Educacional;Diversos;Serviços Educacionais;3.5;Novo Mercado;100% ON;22,27% ON;69.648717924281;24.0;6196758.63;-4.7;0.7272727272727273;2024.0;0.3018280555919823;0.22;0.62;0.0328334433857138;50.44;1.0;;-0.0213744545606368;3.87;-8.88;0.8125;2024.0;0.4897670312568947;18.39;1.13;-0.0113831139541565;7.55;0.0552021837110416;0.43;0.1000000000000127;0.65;0.017349337953227;-0.28;0.59;706970000.0;183992000.0;522978000.0;730966000.0;1203790000.0
TGMA3;Tegma;Transporte;Transporte Rodoviário;3.5;Novo Mercado;100% ON;27,15% ON;28.525060107851;0.0;6597988.25;9.37;0.9285714285714286;2014.0;0.0659738352329164;1.5;2.14;0.0481417352432718;19.68;1.0;;0.018106050569667;14.88;12.15;0.9411764705882352;2014.0;0.042318861109146;7.25;3.2;0.0243375060246808;-0.39;-0.446428571428535;-0.11;-1.812500000000552;0.3;-0.0322052401746728;-2.98;0.21;168964000.0;258630000.0;-89666000.0;578394000.0;819533000.0
LIGT3;Light;Energia Elétrica;Energia Elétrica;1.1;Novo Mercado;100% ON;39,78% ON;78.674478765899;8.0;7009418.13;-0.41;0.7142857142857143;2024.0;0.1210280727529766;0.09;0.72;0.0032642856086566;16.51;1.0;;-0.0446843407433559;-14.67;-39.79;0.75;2024.0;0.1131140500535379;-5.65;0.29;-0.0915850378114936;-4.52;-0.3853059177532537;2.89;0.046774987690795;0.87;0.0138893735822727;-0.12;3.46;10534600000.0;1717530000.0;8817080000.0;4506480000.0;3048560000.0
CAML3;Camil;Alimentos Processados;Alimentos Diversos;3.3;Novo Mercado;100% ON;28,65% ON;37.935624314513;3.0;7458500.58;6.33;1.0;;0.0716810534459964;0.33;1.02;0.0757971186007844;20.98;1.0;;-0.0221119113573383;8.22;4.71;1.0;;0.0242667806755061;7.1;1.99;0.0096323859288001;3.49;0.0314363143631506;0.98;0.0264895330112746;0.67;0.0065570561753782;-0.74;1.74;5292250000.0;1485780000.0;3806480000.0;6158480000.0;3038400000.0
FESA4;Ferbasa;Siderurgia e Metalurgia;Siderurgia;3.7;Nível 1;80% ON - 0% PN;1,05% ON - 55,75% PN - 37,52% Total;33.097721382618;14.0;6677575.92;7.36;1.0;;0.0740868636384004;0.85;1.09;0.0437862223795912;28.8;1.0;;0.0155005226388185;16.65;18.39;1.0;;0.0118056945556439;7.97;3.6;-0.1031603288797666;-1.58;0.2003285778476315;-0.21;-1.1220930232557111;0.21;0.0374581939799227;-1.44;0.09;277800000.0;964825000.0;-687025000.0;1686370000.0;3248510000.0
GRND3;Grendene;Tecidos, Vestuário e Calçados;Calçados;3.4;Novo Mercado;100% ON;22,50% ON;27.758027342001;21.0;7117307.67;11.53;1.0;;-0.1791035622686514;1.54;1.71;-0.0749800260683241;43.97;1.0;;0.0030283927202987;10.49;21.23;1.0;;0.0094675517041995;20.67;7.09;0.0153781642558084;-2.74;0.0044029417456932;-0.2;-0.0468884120171717;0.1;-0.0695137157107281;-4.32;0.03;92688000.0;791839000.0;-699151000.0;2483290000.0;3483510000.0
MLAS3;Multilaser;Computadores e Equipamentos;Computadores e Equipamentos;2.0;Novo Mercado;100% ON;23,78% ON;81.926743588834;8.0;7028520.08;-2.2;0.5;2024.0;0.5652475604079297;0.27;0.44;-0.0545827931630215;12.5;1.0;;-0.3072138642283881;-15.59;-19.01;0.7142857142857143;2024.0;0.3954941928260955;-2.75;3.45;0.0582765704400465;-0.07;-0.0280373831775712;0.01;-11.40000000003024;0.39;-0.0504124656278607;-1.12;0.26;938385000.0;898252000.0;40133000.0;4416210000.0;3542230000.0
EVEN3;Even;Construção Civil;Incorporações;3.0;Novo Mercado;100% ON;37,48% ON;44.856735703051;18.0;5909949.0;9.25;0.8333333333333334;2018.0;-0.0988500674426214;0.21;0.76;0.015025061244533;20.53;1.0;;-0.0288934568501245;6.8;6.28;0.8823529411764706;2018.0;-1.8080848995455931;9.62;3.51;-0.0223828182759142;1.06;0.0824744067008054;0.09;0.9211753731341432;0.6;0.0060578208556139;-0.92;0.59;1135080000.0;952984000.0;182097000.0;5447260000.0;1937970000.0
JALL3;Jalles Machado;Alimentos Processados;Açucar e Alcool;4.2;Novo Mercado;100% ON;33,91% ON;32.001281115188;14.0;5160831.29;3.54;1.0;;0.177581833786421;0.34;1.12;0.1120168288193361;30.06;0.875;2022.0;-0.0194462633276075;49.3;33.06;1.0;;0.1226635645957241;5.3;2.96;0.0265399333415696;2.93;0.243985239852378;1.38;-0.1200000000000054;0.7;-0.0184307530279083;-0.55;1.84;3677060000.0;926782000.0;2750280000.0;2530180000.0;1996410000.0
FRAS3;Frasle Mobility;Material de Transporte;Material Rodoviário;4.4;Nível 1;80% ON;12,45% ON;26.802742019967;0.0;5111277.67;12.75;1.0;;0.0602364374637829;1.05;2.15;0.0389717193075689;34.03;1.0;;0.0097304631967087;15.05;9.57;1.0;;0.0106872020800223;7.79;2.44;0.0001598721023179;-0.27;-0.1062959076600179;-0.07;0.0112233445566778;0.51;-2.7654867256532437e-05;-2.62;0.45;872494000.0;1009350000.0;-136857000.0;2365260000.0;1926600000.0
BLAU3;Blau Farmacêutica;Comércio e Distribuição;Medicamentos e Outros Produtos;3.9;Novo Mercado;100% ON;16,63% ON;40.35518535193;6.0;5468311.29;6.76;1.0;;-0.0226695724460179;0.7;1.08;0.0576278115713941;39.36;1.0;;-0.0174590749753231;29.85;23.41;1.0;;0.0461968289446008;5.66;3.44;0.0708769521194616;0.32;0.5737704918032867;0.07;1.9380530973444907;0.36;-0.2429667519181796;-1.48;0.31;602548000.0;471940000.0;130608000.0;1626550000.0;1974820000.0
AERI3;Aeris;Máquinas e Equipamentos;Máq. e Equip. Industriais;2.1;Novo Mercado;100% ON;29,10% ON;64.303331346978;9.0;4674007.46;-8.74;0.4;2024.0;0.4582628313592556;0.25;1.17;-0.2928350872770638;12.62;1.0;;-0.1726076024256563;9.03;-3.39;0.5714285714285714;2024.0;0.5073713769932502;6.79;1.46;-0.0296914418785148;3.51;0.0921027949727995;1.26;-0.094913896676008;0.79;0.0151228733459347;-0.77;2.17;1767180000.0;743647000.0;1023530000.0;2586440000.0;815079000.0
MDNE3;Moura Dubeux;Construção Civil;Incorporações;3.6;Novo Mercado;100% ON;39,63% ON;41.354490604421;0.0;5883045.38;7.31;0.5454545454545454;2020.0;0.1465601782478078;0.3;0.74;0.1153837820687968;33.17;1.0;;0.0332791468886135;13.91;12.34;0.5454545454545454;2020.0;0.4093964932674283;6.37;2.69;0.0602891308227719;-0.14;0.8496378192908647;-0.02;-0.5020273972603131;0.6;-0.0492163009404451;-0.47;0.19;241869000.0;263087000.0;-21218000.0;1173460000.0;1306870000.0
AZEV4;Azevedo e Travassos;Construção e Engenharia;Construção Pesada;1.2;Tradicional;80% ON - 0% PN;53,65% ON - 84,66% PN - 74,05% Total;80.797896964535;0.0;4078000.0;-5.74;0.4285714285714285;2024.0;0.2445948326737017;0.4;1.73;0.2483916556796219;11.5;0.7647058823529411;2019.0;0.0657246897117596;-8.21;-8.58;0.5294117647058824;2024.0;0.0594514134779489;-7.15;0.86;-0.158067274800482;-1.02;0.091767371601213;0.29;0.0947853644482921;0.77;0.0371402644542431;-0.67;0.31;43027000.0;1821000.0;41206000.0;242711000.0;140013000.0
BMGB4;Banco BMG;Intermediários Financeiros;Bancos;2.0;Nível 1;100% ON - 100% PN;2,13% ON - 55,72% PN - 21,47% Total;38.920026046662;22.0;4132450.67;8.98;1.0;;1875.9333328563496;0.04;0.48;-0.410455836858393;35.71;1.0;;-0.0215137407584369;0.71;3.05;1.0;;-0.2261343745792099;38.98;;0.0;;;;;0.91;0.0121836295099646;-0.05;;;;;;3896220000.0
PNVL3;Grupo Panvel;Comércio e Distribuição;Medicamentos e Outros Produtos;4.3;Novo Mercado;100% ON;47,73% ON;29.193242550557;11.0;4819776.04;20.55;1.0;;-0.2313611485261459;0.61;1.59;-0.1222321752634689;30.91;1.0;;0.0264301574120924;3.62;2.04;1.0;;-0.0057533112582789;16.7;1.71;-0.0035338785046729;5.17;0.0795781399808222;0.71;0.0763750356226977;0.61;0.0075657894736833;-1.49;0.94;1074660000.0;265031000.0;809634000.0;1735160000.0;1139060000.0
PGMN3;Pague Menos;Comércio e Distribuição;Medicamentos e Outros Produtos;3.1;Novo Mercado;100% ON;15,51% ON;48.649022290574;0.0;6809652.5;-8.3;0.7;2024.0;1.0484171322165228;0.19;0.65;0.0580783187459945;31.86;1.0;;0.0031852124576361;4.4;-1.83;0.7;2024.0;1.6543209876553089;5.97;1.48;0.0195379965457682;2.5;-0.1398552487531917;0.47;-0.0878938640132505;0.71;0.0041938490214354;-0.39;0.68;1740450000.0;530204000.0;1210240000.0;4413720000.0;2557500000.0
TASA4;Taurus Armas;Máquinas e Equipamentos;Armas e Munições;3.7;Nível 2;100% ON - 100% PN;14,25% ON - 78,51% PN - 54,93% Total;33.449521312758;12.0;4388825.29;7.82;0.5;2018.0;0.1825629177380312;0.83;1.63;0.1199545327886533;38.11;1.0;;0.0035537402906946;17.69;11.8;0.5625;2018.0;0.1705547578187709;6.26;1.62;-0.0067281859595842;1.04;-0.0840219727728847;0.33;0.0200244882853866;0.49;-0.001803320131457;-2.02;0.45;501727000.0;141442000.0;360285000.0;1275880000.0;1108070000.0
BRBI11;BR Partners;Intermediários Financeiros;Bancos;3.5;Nível 2;100% ON - 100% PN;19,41% ON - 68,04% PN - 37,08% Total;36.226672376807;0.0;5252564.33;11.45;1.0;;0.0126370138992868;0.18;2.15;-0.0012167889961354;17.13;1.0;;0.1076465188728994;2.9;9.24;1.0;;0.0500930889280337;32.16;;-0.3743409490334199;-4.55;-0.0210777922642322;-0.27;-1.0045924225030234;0.92;0.0942990319110699;-0.18;;;;;;0.0
PTBL3;Portobello;Construção e Engenharia;Produtos para Construção;3.6;Novo Mercado;100% ON;40,48% ON;52.5711007671;1.0;3884592.75;-21.32;0.8571428571428571;2024.0;0.002144523332286;0.28;2.25;0.0586932334128691;39.65;1.0;;0.0157410506666939;6.96;-1.89;0.875;2024.0;-0.069191548606817;11.66;0.98;0.0132632430246699;5.85;0.043052078881492;2.27;-0.0224791768740817;0.87;-0.0034803206997083;-0.47;3.12;1192620000.0;325731000.0;866892000.0;1191140000.0;382221000.0
PDGR3;PDG Realty;Construção Civil;Incorporações;1.0;Novo Mercado;100% ON;94,59% ON;130.278700894113;0.0;1558790.96;-0.03;0.1428571428571428;2024.0;0.0415276439090044;0.03;-0.01;0.0722264927227553;60.91;0.8235294117647058;2016.0;0.0899392633228846;-21.85;-681.34;0.2941176470588235;2024.0;0.0610179625413169;-47.24;0.22;0.7703792502182605;-46.29;0.0999223895961758;;0.1400435650753215;6.19;0.0705704010007444;-0.12;-0.27;1444630000.0;73050000.0;1371580000.0;808201000.0;-5380590000.0
LAVV3;Lavvi;Construção Civil;Incorporações;4.3;Novo Mercado;100% ON;21,94% ON;34.013713435421;2.0;4523013.5;8.74;1.0;;0.1009549795361433;0.7;1.22;0.0308587633857564;32.98;1.0;;0.0023070638343474;20.09;22.11;0.875;2017.0;0.151414374445407;7.65;3.44;0.0752012072434553;-1.94;0.1147993151987714;-0.25;-0.2479784366576791;0.39;-0.1999115435647808;-2.46;0.15;184039000.0;493108000.0;-309069000.0;1572610000.0;1261230000.0
BMOB3;Bemobi;Programas e Serviços;Programas e Serviços;3.3;Novo Mercado;100% ON;46,50% ON;29.005913140991;14.0;3887145.46;15.72;1.0;;-0.0348250569304172;0.77;1.0;0.0320982894613077;24.0;1.0;;-0.4215615759609803;7.5;5.24;1.0;;1.932524902554848;5.53;3.35;0.1543019062338801;-5.46;0.1629114318347617;-0.5;-0.0944206008583636;0.22;0.0783847980997656;-2.31;;0.0;535343000.0;-535343000.0;926838000.0;1080030000.0
OPCT3;Oceanpact;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços;2.4;Novo Mercado;100% ON;25,22% ON;46.038243051042;0.0;4110535.13;14.92;0.5;2022.0;0.6243135685539887;0.5;1.53;-0.0362553831785378;22.65;1.0;;-0.0161061427225639;16.79;5.27;0.5;2022.0;0.5937722842881008;8.46;1.41;0.0250083640013298;3.77;0.0053508003136668;1.23;-0.0721517910320748;0.67;-0.0045076282940356;-0.72;1.56;1241380000.0;262438000.0;978945000.0;720860000.0;794548000.0
TRIS3;Trisul;Construção Civil;Incorporações;3.1;Novo Mercado;100% ON;38,51% ON;48.808654850786;32.0;3223446.0;8.15;0.9333333333333332;2011.0;0.0605746322997486;0.32;0.65;0.0103009318202247;24.05;1.0;;0.0103970952953522;30.15;11.03;0.9375;2011.0;0.0558445310638775;5.59;2.82;0.0209552885998109;2.61;16.09054593877103;0.57;-0.6646845540247133;0.49;-0.0327055414704837;-1.3;0.76;1014460000.0;252507000.0;761949000.0;2028170000.0;1332140000.0
PORT3;Wilson Sons;Transporte;Serviços de Apoio e Armazenagem;3.5;Novo Mercado;100% ON;21,52% ON;25.976798246143;0.0;5605071.54;18.59;1.0;;-0.0069633887981442;1.28;3.21;-0.0034074307448115;44.66;1.0;;0.0220839643736745;27.84;16.78;1.0;;0.0178086916532507;14.95;0.85;-0.145223756967897;3.73;0.0429150010519712;1.07;0.0478650137741145;0.6;0.010385385385385;-1.49;1.16;2674460000.0;217046000.0;2457410000.0;813418000.0;2298890000.0
ROMI3;Indústrias Romi;Máquinas e Equipamentos;Máq. e Equip. Industriais;3.8;Novo Mercado;100% ON;53,54% ON;38.623036308404;19.0;3570541.96;4.92;0.8571428571428571;2016.0;0.095040680301913;0.5;1.01;0.0314815163032822;33.04;1.0;;-0.0005375280084797;19.2;15.83;0.8823529411764706;2016.0;0.0576188209696175;5.82;2.31;0.0032388113788726;1.76;0.0469517403373995;0.44;-0.2865655471289715;0.5;-0.0188043478260855;-1.3;0.69;787752000.0;292837000.0;494915000.0;1396960000.0;1134300000.0
MATD3;Hospital Mater Dei;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos;3.1;Novo Mercado;100% ON;16,24% ON;40.139853885974;1.0;3244011.79;22.95;1.0;;-0.11584771850524;0.47;1.47;0.0067574871715836;33.42;1.0;;-0.0737072478979893;19.87;4.92;1.0;;-0.916160533523814;7.81;2.68;0.0128298232873418;2.15;0.2364935258222407;0.56;0.239169139465929;0.66;0.0646913580246977;-0.63;0.77;1287620000.0;363736000.0;923886000.0;1308890000.0;1662270000.0
WIZC3;Wiz;Previdência e Seguros;Corretoras de Seguros;3.4;Novo Mercado;100% ON;47,12% ON;42.290814102829;18.0;2955278.75;10.75;1.0;;-0.0659137223386275;0.46;2.28;0.1000289051546852;58.84;1.0;;-0.0068578888229041;37.07;9.26;1.0;;-0.0787501960062513;2.95;0.9;1.639314928425469;0.26;0.4163562478835361;0.22;0.6143773383217825;0.59;0.0333710407239853;-0.59;0.77;354129000.0;251667000.0;102462000.0;521688000.0;459254000.0
SOJA3;Boa Safra;Agropecuária;Agricultura;4.0;Novo Mercado;100% ON;30,16% ON;37.615032100417;0.0;3642818.25;9.29;1.0;;0.1067116108327861;0.71;1.93;0.0946219670972632;15.15;1.0;;0.0726271863624332;11.93;9.98;0.875;2017.0;0.1139799888826997;7.39;2.27;0.0950060289389145;-0.4;0.1465677179963305;-0.1;0.9140407405385544;0.5;-0.2828241123039118;-2.6;0.76;703908000.0;796764000.0;-92856000.0;1823410000.0;924072000.0
CLSA3;ClearSale;Serviços Financeiros Diversos;Serviços Financeiros Diversos;1.7;Novo Mercado;100% ON;29,84% ON;59.745715205999;9.0;3603478.25;-22.18;0.0;2024.0;-0.7555959441361562;0.69;0.87;-0.0301073153091869;34.44;1.0;;-0.1113348676639593;-16.03;-5.38;0.2;2024.0;0.1350088406163101;-2.97;3.59;0.0384078212290412;4.47;0.0677358490566113;-0.52;0.5701078582434578;0.2;-2.9799999999993405;-2.02;0.06;40342000.0;413757000.0;-373415000.0;589970000.0;716090000.0
LOGN3;Log-in;Transporte;Transporte Hidroviário;3.4;Novo Mercado;100% ON;10,18% ON;51.421744591479;0.0;1654135.5;10.35;0.6428571428571429;2017.0;0.2924831927478621;1.15;4.06;0.0611668815446664;22.7;0.9411764705882352;2016.0;0.0382032869410731;17.34;16.83;0.6470588235294118;2017.0;0.1918804116974233;12.24;1.42;-0.0499230769230758;2.22;0.0188174213552112;0.9;0.0033029246567488;0.72;0.0271350546176729;-1.62;1.43;1395540000.0;518082000.0;877463000.0;1019060000.0;978996000.0
SHUL4;Schulz;Máquinas e Equipamentos;Motores, Compressores e Outros;3.8;Tradicional;80% ON - 0% PN;0,07% ON - 41,23% PN - 23,65% Total;33.043857609639;0.0;2210955.04;7.42;1.0;;0.0195118366336519;0.96;1.83;-0.0217911172244946;27.03;1.0;;-0.0148300612201789;17.56;15.32;1.0;;0.037999214057153;51.82;2.5;0.0191239371296074;-0.06;-1.0846684668467588;-0.02;4.626395939080749;0.48;-0.0220281273131014;-2.8;0.57;717746000.0;738617000.0;-20871000.0;1577400000.0;1254950000.0
DASA3;Dasa;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos;1.3;Novo Mercado;100% ON;12,38% ON;71.380792711644;5.0;2973897.96;-6.78;0.6428571428571429;2024.0;0.1475714788528186;0.21;0.72;0.0227748207655871;28.78;1.0;;-0.0127332024037274;7.35;-5.93;0.6875;2024.0;0.1882943143812598;13.98;1.27;-0.0405762901322677;8.58;0.0684775268252433;1.13;0.0468949232585502;0.71;0.0235735735735769;-0.3;1.43;11336900000.0;2373370000.0;8963580000.0;8143700000.0;7944720000.0
CSED3;Cruzeiro do Sul Educacional;Diversos;Serviços Educacionais;3.6;Novo Mercado;100% ON;12,31% ON;53.031096834544;0.0;2234024.17;18.64;1.0;;0.0966043967385805;0.31;1.01;0.0175345780765854;46.83;1.0;;0.0165193636509717;17.37;3.51;0.875;2020.0;-0.8989094874591633;4.17;1.12;0.0660324566312413;0.41;-0.6738735098000223;0.11;-1.7372627372623746;0.7;0.0063168124392607;-0.4;0.61;874551000.0;714800000.0;159751000.0;1048360000.0;1439560000.0
PINE4;Banco Pine;Intermediários Financeiros;Bancos;2.8;Nível 2;100% ON - 100% PN;0,02% ON - 64,27% PN - 30,54% Total;56.814848100382;0.0;3937433.58;6.1;0.6428571428571429;2020.0;0.2650488648975755;0.04;0.88;-0.1892920352061132;15.73;0.9375;2016.0;-0.1836200201737123;8.85;7.58;0.6875;2020.0;0.2423811183395696;5.36;;-0.2000000000000141;;;;;0.95;0.0040574676349856;-0.04;;;;;;964510000.0
OIBR3;Oi;Telecomunicações;Telecomunicações;1.2;Nível 1;80% ON - 0% PN;89,99% ON - 88,45% PN - 89,95% Total;79.431305243758;0.0;2929583.42;-0.02;0.2857142857142857;2024.0;0.1074864268653847;0.01;-0.02;0.1573940164690181;-3.74;0.8125;2024.0;3.983052282511749;-173.59;-224.73;0.3125;2024.0;0.0906293480019211;-1.32;0.72;-0.0082690687576961;-1.3;0.0778561324894626;;0.058647023717427;1.9;0.047281167108754;-0.02;-0.94;25202900000.0;2483020000.0;22719900000.0;10088700000.0;-26822900000.0
DESK3;Desktop;Telecomunicações;Telecomunicações;3.1;Novo Mercado;100% ON;28,08% ON;49.703762381076;0.0;2353513.63;16.71;1.0;;0.1955584939965349;0.51;1.18;0.0239613844114603;63.04;1.0;;-0.0044810167834442;33.72;9.69;1.0;;-0.1330779054916891;7.05;0.84;-0.2172236503855922;2.22;-0.0934210526315875;0.55;-0.1638297872340995;0.56;-0.064814814814834;-0.58;0.68;862078000.0;172956000.0;689122000.0;380584000.0;1260890000.0
VITT3;Vittia;Químicos;Fertilizantes e Defensivos;3.8;Novo Mercado;100% ON;33,78% ON;36.188719280333;0.0;5179006.38;10.54;1.0;;-0.0396924543124637;1.23;1.82;0.0708897935899917;37.83;1.0;;0.0102639296187696;15.21;14.38;1.0;;-0.0096478208069106;11.09;2.67;0.0985611510791379;1.18;-0.1567010309278756;0.22;-0.7500000000000507;0.33;-0.1655629139072716;-3.29;0.32;198749000.0;65150000.0;133599000.0;573903000.0;618428000.0
MBLY3;Mobly;Programas e Serviços;Programas e Serviços;1.3;Novo Mercado;100% ON;22,05% ON;78.437417977851;7.0;2335549.04;-2.74;0.0;2024.0;-0.0258954183004739;0.28;0.45;-0.1087869249174319;43.03;1.0;;0.0091352009744203;-14.31;-14.07;0.0;2024.0;0.0921611168757712;-3.2;2.76;0.1301178992497378;-0.52;2.9272727272735843;0.09;0.7672413793104294;0.37;-0.6079632465544832;-0.63;0.37;180201000.0;137807000.0;42394000.0;430413000.0;491793000.0
HBRE3;HBR Realty;Exploração de Imóveis;Exploração de Imóveis;2.5;Novo Mercado;100% ON;47,27% ON;43.543496554223;0.0;2151606.54;9.82;1.0;;-0.9689663776436562;0.12;0.27;0.0013313662114462;82.3;1.0;;-0.0186009145964609;160.69;34.6;0.875;2020.0;-2.666888914655179;6.17;1.02;0.0435688248568022;4.05;0.0563481692845062;0.52;-0.0046318868844458;0.42;0.0031117397454041;-0.13;0.61;1166620000.0;175817000.0;990801000.0;267727000.0;1908600000.0
PRNR3;Priner;Serviços Diversos;Serviços Diversos;3.1;Novo Mercado;100% ON;57,09% ON;43.192406270674;0.0;2090868.33;-1672.62;0.4285714285714285;2024.0;0.0949520001710528;0.63;2.0;0.1299492744479791;20.94;1.0;;0.0294403582063089;9.2;-0.03;0.4444444444444444;2024.0;0.0116592639593924;6.82;1.49;0.0393343879289345;1.93;0.1189700793812416;0.79;-0.043775826446281;0.67;0.0014044943820223;-1.27;1.2;272550000.0;93009000.0;179541000.0;367810000.0;227184000.0
AMAR3;Lojas Marisa;Comércio;Tecidos, Vestuário e Calçados;1.5;Novo Mercado;100% ON;46,14% ON;80.343676300611;19.0;1475976.33;-0.29;0.4285714285714285;2024.0;0.1143878968502873;0.07;1.62;-0.1372600262124129;35.54;1.0;;-0.0167665016418802;-16.35;-26.68;0.5294117647058824;2024.0;0.1064696636978863;-3.52;0.75;-0.0991847826086934;-3.04;0.1023562692131572;10.33;0.0829327374469526;0.96;0.0236820428336121;-0.12;12.27;1323250000.0;210083000.0;1113160000.0;978950000.0;107804000.0
AURA33;Aura Minerals;Mineração;Minerais Metálicos;3.2;Tradicional;80% ON;;35.957413100701;0.0;1538602.08;8.79;1.0;;-5.425198034691824;0.53;1.33;-1.006710143963356;36.53;1.0;;0.084618415206944;24.61;12.67;1.0;;0.0369460807933281;5.73;1.64;0.0268720641061082;1.21;0.1273542600896955;0.35;0.152100840336119;0.6;0.0354624219222234;-0.87;0.88;1496080000.0;896306000.0;599770000.0;1621530000.0;1697640000.0
MEAL3;International Meal;Hoteis e Restaurantes;Restaurante e Similares;3.0;Novo Mercado;100% ON;54,12% ON;48.150960213876;18.0;1917471.17;4.41;0.5;2021.0;0.4349059035834197;0.19;0.46;-0.3190391311349366;32.17;1.0;;-0.0250370015864136;13.76;5.2;0.6;2021.0;0.1424434201935662;2.69;0.84;0.0078463133188992;1.02;0.178305274417325;0.29;-0.029821073558642;0.6;0.0114049167863483;-0.23;0.45;503973000.0;186939000.0;317034000.0;479312000.0;1112260000.0
HBOR3;Helbor;Construção Civil;Incorporações;2.5;Novo Mercado;100% ON;49,04% ON;55.232417534575;15.0;1899868.75;8.76;0.7692307692307693;2018.0;0.4169642095950601;0.06;0.25;0.0312753420743614;28.28;0.8823529411764706;2018.0;-0.0505515485787082;17.76;3.54;0.7647058823529411;2019.0;0.1291881557887055;9.96;3.03;0.007735025783417;8.22;0.0673124535776088;1.2;0.0338429625076741;0.6;-0.0032957433290977;-0.15;1.39;1938020000.0;268232000.0;1669790000.0;3386260000.0;1394330000.0
APER3;Alper Seguros;Previdência e Seguros;Corretoras de Seguros;2.0;Tradicional;100% ON;42,42% ON;45.665201914098;0.0;1548046.71;35.48;0.6363636363636364;2018.0;0.1870292715276729;0.64;1.11;0.4419494099556953;100.0;1.0;;0.0;11.0;5.02;0.6666666666666666;2020.0;0.1123776089155399;15.86;0.9;0.5572729781948604;-0.35;0.0733845878464294;-0.02;-1.2023512646953125;0.42;0.0360223527726022;-0.81;0.11;50406000.0;61878000.0;-11472000.0;167803000.0;477848000.0
