Ticker;Nome da Empresa;Setor;Subsetor;Nota dos Usuários;Segmento de Listagem;Tag Along;Free Float;Vol Histórica;Tickers Opções;LIQUIDEZ MEDIA DIARIA;P/L;lpa_pos_years;lpa_last_negative_year;lpa_trend;P/ATIVOS;P/VP;vpa_trend;MARGEM BRUTA;margembruta_pos_years;margembruta_last_negative_year;margembruta_trend;MARGEM EBIT;MARG. LIQUIDA;margemliquida_pos_years;margemliquida_last_negative_year;margemliquida_trend;EV/EBIT;LIQ. CORRENTE;liquidezcorrente_trend;DIVIDA LIQUIDA / EBIT;dividaliquida_ebit_trend;DIV. LIQ. / PATRI.;dividaliquida_patrimonioliquido_trend;PASSIVOS / ATIVOS;passivo_ativo_trend;P. AT CIR. LIQ.;Div Br/ Patrim;Dív. Bruta;Disponibilidades;Dív. Líquida;Ativo Circulante;Patrim. Líq
ESPA3;Espaçolaser;Comércio;Produtos Diversos;1.7;Novo Mercado;100% ON;37,43% ON;64.306193793098;0.0;1888897.33;-18.64;0.25;2024.0;1.0261689872558453;0.16;0.43;-0.0654665257768408;36.92;1.0;;-0.1038395849560822;13.07;-2.03;0.625;2024.0;1.6363118952748636;8.23;1.16;0.025404776813668;5.31;0.13034277687581;0.79;0.0654370300751714;0.61;-0.0213812677388819;-0.28;1.04;912536000.0;222324000.0;690212000.0;958676000.0;877564000.0
PFRM3;Profarma;Comércio e Distribuição;Medicamentos e Outros Produtos;3.1;Novo Mercado;100% ON;22,88% ON;42.511664343079;0.0;1677920.67;12.93;0.6666666666666666;2018.0;-0.0475560545594154;0.13;0.48;-0.0952181492199185;14.64;1.0;;0.0333233945485196;2.71;0.54;0.7058823529411765;2018.0;-0.7967105263159445;4.91;1.37;-0.058821020303698;2.3;0.895865533230163;0.42;0.0144106217616566;0.67;0.0120798319327721;-0.44;0.56;710099000.0;178029000.0;532070000.0;3312700000.0;1261610000.0
ETER3;Eternit;Construção e Engenharia;Produtos para Construção;3.1;Novo Mercado;100% ON;60,38% ON;45.299933124774;0.0;1785381.42;7.55;0.7142857142857143;2019.0;0.0607275363313153;0.35;0.62;0.057218060842062;26.5;1.0;;-0.0470220425693116;6.94;5.02;0.7647058823529411;2019.0;-0.5681608133086146;6.8;2.07;0.0051282634403713;1.32;-0.545325779036678;0.15;0.0541151977980183;0.43;0.0240695170716704;-0.68;0.21;146010000.0;39890000.0;106120000.0;606002000.0;710421000.0
VIVR3;Viver;Construção Civil;Incorporações;1.0;Novo Mercado;100% ON;65,89% ON;61.199119226247;0.0;1459367.71;-1.15;0.0;2024.0;-0.1740763314488377;0.39;5.94;-0.5283050515779981;24.2;0.5882352941176471;2020.0;0.0388806116346649;-125.27;-123.97;0.2352941176470588;2024.0;0.0610837972493354;-1.1;1.04;-0.3354075917859046;0.05;0.8314756816507907;-0.28;-0.0082769798584374;0.93;0.0343265137992572;-0.75;0.97;19443000.0;25028000.0;-5585000.0;146662000.0;19987000.0
TFCO4;Track Field;Tecidos, Vestuário e Calçados;Vestuário;3.7;Nível 2;100% PN;42,06% PN - 3,19% Total;32.602324514757;0.0;2053816.88;113.68;1.0;;0.166196765098662;20.83;33.1;0.1205245153934;58.03;1.0;;-0.0016449065684812;22.31;17.59;1.0;;0.0479167089480954;15.46;3.15;0.0055523085914668;0.38;0.3410714285714016;0.14;0.2507288629737416;0.37;-0.0240963855421639;-72.0;0.26;101739000.0;46274000.0;55465000.0;441568000.0;390905000.0
DEXP3;Dexxos;Químicos;Petroquímicos;3.5;Nível 1;100% ON - 100% PN;44,27% ON - 49,86% PN - 44,61% Total;36.993652988199;0.0;1639096.75;7.06;0.6;2015.0;0.0878949522462611;0.79;1.63;0.0779925604667317;20.55;1.0;;0.0014405878119754;15.24;8.86;0.5294117647058824;2015.0;0.1142520352482101;3.66;3.17;0.0575230354333675;-0.45;-0.1029974787561756;-0.18;-0.271464936320816;0.42;-0.0392681642681542;-2.29;0.42;290410000.0;413336000.0;-122926000.0;929272000.0;690501000.0
SYNE3;SYN;Exploração de Imóveis;Exploração de Imóveis;3.0;Novo Mercado;100% ON;34,20% ON;36.92634703857;0.0;1553574.54;-17.78;0.6153846153846154;2024.0;-0.0395913290748932;0.17;0.46;0.0243992117439528;50.09;1.0;;-0.0345517531458492;32.3;-9.25;0.7058823529411765;2024.0;1.1692047377325143;10.02;4.01;-0.0026507849077389;4.94;0.0280025355158728;0.45;-0.0189144736842109;0.36;-0.0323373676248091;-0.19;0.67;1008770000.0;331184000.0;677582000.0;432129000.0;1510730000.0
BRIT3;Brisanet;Telecomunicações;Telecomunicações;3.7;Novo Mercado;100% ON;20,51% ON;54.277592225851;0.0;1658348.46;10.38;1.0;;0.3051596904782978;0.44;0.92;0.0345948991856324;46.79;1.0;;-0.0428907362633698;21.28;11.15;1.0;;-0.0671914534720284;8.36;2.3;0.1376659678546463;2.92;0.0115925717501448;0.5;-2.336099585062553;0.53;-0.1065989847715905;-0.57;0.83;1234920000.0;500368000.0;734556000.0;716924000.0;1480810000.0
AALR3;Alliança;Serv.Méd.Hospit. Análises e Diagnósticos;Serv.Méd.Hospit. Análises e Diagnósticos;1.5;Novo Mercado;100% ON;6,69% ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04;1051380000.0;294614000.0;756769000.0;620452000.0;1015110000.0
SGPS3;Springs Global;Tecidos, Vestuário e Calçados;Fios e Tecidos;1.0;Novo Mercado;100% ON;37,36% ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.43;1064330000.0;186932000.0;877401000.0;759650000.0;165504000.0
ENJU3;Enjoei;Programas e Serviços;Programas e Serviços;1.6;Novo Mercado;100% ON;45,46% ON;64.770820008805;1.0;1268344.33;-7.27;0.0;2024.0;-0.1056326854422745;0.74;0.9;-0.1230231293861818;46.15;1.0;;0.0704256616530223;-41.92;-26.7;0.0;2024.0;-0.028861669961936;-0.68;5.06;0.0727432077125409;3.95;0.0592192299930607;-0.77;-0.0654101995565572;0.18;-0.6589861751152581;-2.84;;0.0;273005000.0;-273005000.0;321103000.0;353986000.0
CSUD3;CSU;Serviços Diversos;Serviços Diversos;4.2;Novo Mercado;100% ON;35,74% ON;36.762344661954;0.0;1343067.17;9.13;1.0;;0.0756145224870423;1.29;1.91;0.0596503901452194;39.2;1.0;;0.0262145265524023;21.27;16.2;1.0;;0.0545396219994582;6.76;1.29;0.01461104026234;-0.05;24.314851485073063;-0.01;4.747619047612036;0.32;-0.0438622438199847;-1.8;0.18;73156000.0;79174000.0;-6018000.0;171969000.0;412720000.0
EUCA4;Eucatex;Madeira e Papel;Madeira;2.7;Nível 1;80% ON - 0% PN;1,90% ON - 52,17% PN - 40,04% Total;31.780787666256;0.0;1342039.67;5.54;1.0;;0.0780984115564413;0.38;0.69;0.0457552856348406;32.81;1.0;;-0.0026826115061409;12.52;10.36;1.0;;-0.0620563997523102;6.25;1.71;0.0274397876921577;1.55;0.0197722567287816;0.23;0.0236463510332161;0.45;0.0087790603153956;-0.62;0.34;739570000.0;223974000.0;515596000.0;1506140000.0;2205650000.0
CAMB3;Cambuci;Tecidos, Vestuário e Calçados;Calçados;3.9;Tradicional;80% ON - 80% PN;31,45% ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13;28502000.0;2515000.0;25987000.0;171427000.0;219208000.0
ELMD3;Eletromidia;Mídia;Publicidade e Propaganda;2.6;Novo Mercado;100% ON;25,20% ON;45.84727637191;0.0;1327665.88;41.78;0.75;2021.0;0.3382619191309042;1.04;3.04;0.0112489479651358;45.4;1.0;;-0.0091890026865161;20.78;6.65;0.625;2021.0;0.3231223871990882;16.65;1.05;0.0274139506548898;3.17;0.1078819461843272;0.72;-0.1554512902827566;0.58;-0.0602409638554188;-1.42;1.23;982800000.0;405803000.0;576997000.0;629144000.0;800087000.0
LAND3;Terra Santa;Agropecuária;Agricultura;3.8;Novo Mercado;100% ON;23,43% ON;32.800998545911;0.0;1032781.63;10.43;1.0;;0.1935989564947096;1.59;2.07;-0.0052040910495253;94.35;1.0;;0.0057581980227374;60.72;145.06;1.0;;0.1612255368136537;26.62;0.35;1.7979094076655548;1.71;0.3025641025642054;0.14;0.2848101265822871;0.23;0.041666666666658;-1.62;0.15;105314000.0;4598000.0;100716000.0;18955000.0;709172000.0
FIQE3;Unifique;Telecomunicações;Telecomunicações;4.4;Novo Mercado;100% ON;25,01% ON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31;332075000.0;417848000.0;-85773000.0;582379000.0;1079370000.0
RCSL3;Recrusul;Material de Transporte;Material Rodoviário;1.0;Tradicional;80% ON - 80% PN;14,74% ON - 84,73% PN - 61,28% Total;122.621773693808;0.0;17909433.04;-20.1;0.0;2024.0;-0.0197915462248721;4.55;2403.13;0.0007703387394293;12.72;1.0;;-0.0343607854587143;8.87;-22.44;0.0;2024.0;0.013272074202185;28.75;1.38;0.0536809176225261;-0.01;0.0438580128380954;-0.42;0.0;1.0;-0.0059846340477148;-8.92;;0.0;49000.0;-49000.0;30058000.0;116000.0
;;;;;;;;12.172955061618;0.0;53310276.5;15.22;1.0;;0.1696750902527228;1.7;1.83;0.0379950635175758;56.53;1.0;;0.0604174645729682;19.25;32.39;0.8888888888888888;2016.0;0.1372225857545832;18.69;12.37;0.1352564227231347;-6.92;-0.4737255586591286;-0.5;0.2249785530455199;0.07;-1.4166666666669756;-3.8;;;;;;
;;;;;;;;35.937516354019;0.0;39651585.0;-110.33;0.75;2024.0;0.3860372805813616;1.49;3.7;0.0328552843316631;42.19;1.0;;0.0089964130128128;6.45;-3.26;0.8125;2024.0;1.3658687626534998;60.18;1.43;0.0137416304686923;4.46;0.0932836563757693;0.3;-0.0661672908863925;0.58;0.0011199253383107;-1.84;;;;;;
;;;;;;;;23.800125776568;0.0;27666157.79;11.69;1.0;;0.0256784618150558;0.38;1.29;0.0164580959711553;30.72;1.0;;-0.0086798408757369;20.25;6.59;1.0;;-0.0275607345367558;6.4;0.89;-0.0054111974283427;2.6;0.0100098135426893;0.88;0.0252601103772731;0.67;0.0186279856036675;-0.57;;;;;;
;;;;;;;;61.274716349226;0.0;18194928.05;-29.78;0.5;2024.0;0.6948481795940644;0.29;1.82;-0.0277242858581774;50.83;1.0;;-0.953530556716422;-5.11;-5.48;0.5714285714285714;2024.0;-5.304138594798808;-29.26;;;;;;;0.84;-0.0064460678985821;-0.32;;;;;;
;;;;;;;;29.552123134661;0.0;7882065.83;36.76;1.0;;-0.0561306850819945;2.1;5.3;0.0038466589592849;26.45;1.0;;-0.0316151564611526;13.31;6.98;1.0;;-0.0652577883038736;19.93;0.9;-0.1236531554643258;0.66;0.1028144744399923;0.18;0.1009671179884179;0.6;0.0189717595945;-3.28;;;;;;
;;;;;;;;137.585947033128;0.0;2066991.77;-0.56;0.7142857142857143;2024.0;0.1093994577760522;0.04;0.05;0.106749418306703;100.0;1.0;;0.0;-336.36;-123.98;0.75;2024.0;0.1441509553685365;0.06;1.12;0.0453959683225306;0.27;0.054603018473557;-0.07;4.123611111108529;0.28;-0.0681046879493877;-0.05;;;;;;
